"X","filename","community","day","rep","seq.run","well"
1363,"day7_B4.WiW26.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW26",7,2,"021216DR515F","B4"
1364,"day7_B4.WiW26.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW26",7,3,"021216DR515F","B4"
1365,"day7_B4.WiW26.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW26",7,4,"021216DR515F","B4"
1366,"day7_B4.WYT26.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT26",7,4,"021216DR515F","B4"
1367,"day7_B5.AE107.1_021216DR515FSAM1-96c-pr_filt.fastq.gz","AE107",7,1,"021216DR515F","B5"
1368,"day7_B5.AE107.2_021216DR515FSAM1-96d-pr_filt.fastq.gz","AE107",7,2,"021216DR515F","B5"
1369,"day7_B5.AE107.3_021216DR515FSAM1-96e-pr_filt.fastq.gz","AE107",7,3,"021216DR515F","B5"
1370,"day7_B5.AE107.4_021216DR515FSAM1-96f-pr_filt.fastq.gz","AE107",7,4,"021216DR515F","B5"
1373,"day7_B5.WEL02.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","WEL02",7,1,"021216DR515F","B5"
1374,"day7_B5.WEL02.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","WEL02",7,2,"021216DR515F","B5"
1375,"day7_B5.WEL02.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","WEL02",7,3,"021216DR515F","B5"
1376,"day7_B5.WEL02.4_021216DR515FSAM1-24-pr_filt.fastq.gz","WEL02",7,4,"021216DR515F","B5"
1377,"day7_B5.WEL02.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","WEL02",7,4,"021216DR515F","B5"
1378,"day7_B5.WiW34.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW34",7,1,"021216DR515F","B5"
1379,"day7_B5.WiW34.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW34",7,2,"021216DR515F","B5"
1380,"day7_B5.WiW34.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW34",7,3,"021216DR515F","B5"
1381,"day7_B5.WiW34.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW34",7,4,"021216DR515F","B5"
1382,"day7_B5.WYT02.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT02",7,1,"021216DR515F","B5"
1383,"day7_B5.WYT02.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT02",7,2,"021216DR515F","B5"
1384,"day7_B5.WYT02.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT02",7,3,"021216DR515F","B5"
1385,"day7_B5.WYT34.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT34",7,4,"021216DR515F","B5"
1392,"day7_B6.WEL10.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","WEL10",7,1,"021216DR515F","B6"
1393,"day7_B6.WEL10.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","WEL10",7,2,"021216DR515F","B6"
1394,"day7_B6.WEL10.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","WEL10",7,3,"021216DR515F","B6"
1395,"day7_B6.WEL10.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","WEL10",7,4,"021216DR515F","B6"
1396,"day7_B6.WiW42.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW42",7,1,"021216DR515F","B6"
1397,"day7_B6.WiW42.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW42",7,2,"021216DR515F","B6"
1398,"day7_B6.WiW42.3_021216DR515FSAM1-42-pr_filt.fastq.gz","WiW42",7,3,"021216DR515F","B6"
1399,"day7_B6.WiW42.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW42",7,3,"021216DR515F","B6"
1400,"day7_B6.WiW42.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW42",7,4,"021216DR515F","B6"
1401,"day7_B6.WYT10.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT10",7,1,"021216DR515F","B6"
1402,"day7_B6.WYT10.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT10",7,2,"021216DR515F","B6"
1403,"day7_B6.WYT10.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT10",7,3,"021216DR515F","B6"
1404,"day7_B6.WYT42.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT42",7,4,"021216DR515F","B6"
1414,"day7_B7.WEL18.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","WEL18",7,1,"021216DR515F","B7"
1415,"day7_B7.WEL18.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","WEL18",7,2,"021216DR515F","B7"
1416,"day7_B7.WEL18.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","WEL18",7,3,"021216DR515F","B7"
1417,"day7_B7.WEL18.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","WEL18",7,4,"021216DR515F","B7"
1418,"day7_B7.WiW50.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW50",7,1,"021216DR515F","B7"
1419,"day7_B7.WiW50.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW50",7,2,"021216DR515F","B7"
1420,"day7_B7.WiW50.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW50",7,3,"021216DR515F","B7"
1421,"day7_B7.WiW50.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW50",7,4,"021216DR515F","B7"
1422,"day7_B7.WYT50.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT50",7,4,"021216DR515F","B7"
1429,"day7_B8.WEL26.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","WEL26",7,1,"021216DR515F","B8"
1430,"day7_B8.WEL26.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","WEL26",7,2,"021216DR515F","B8"
1431,"day7_B8.WEL26.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","WEL26",7,3,"021216DR515F","B8"
1432,"day7_B8.WEL26.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","WEL26",7,4,"021216DR515F","B8"
1433,"day7_B8.WYT26.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT26",7,1,"021216DR515F","B8"
1434,"day7_B8.WYT26.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT26",7,2,"021216DR515F","B8"
1435,"day7_B8.WYT26.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT26",7,3,"021216DR515F","B8"
1436,"day7_B8.WYT58.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT58",7,4,"021216DR515F","B8"
1438,"day7_B9.LW08.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","LW08",7,1,"021216DR515F","B9"
1439,"day7_B9.LW08.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","LW08",7,2,"021216DR515F","B9"
1440,"day7_B9.LW08.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","LW08",7,3,"021216DR515F","B9"
1441,"day7_B9.LW08.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","LW08",7,4,"021216DR515F","B9"
1442,"day7_B9.OWW02.4_021216DR515FSAM1-92-pr_filt.fastq.gz","OWW02",7,4,"021216DR515F","B9"
1444,"day7_B9.WP02.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WP02",7,1,"021216DR515F","B9"
1445,"day7_B9.WP02.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WP02",7,2,"021216DR515F","B9"
1446,"day7_B9.WP02.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WP02",7,3,"021216DR515F","B9"
1447,"day7_B9.WP02.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WP02",7,4,"021216DR515F","B9"
1452,"day7_B9.WYT34.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT34",7,1,"021216DR515F","B9"
1453,"day7_B9.WYT34.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT34",7,2,"021216DR515F","B9"
1454,"day7_B9.WYT34.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT34",7,3,"021216DR515F","B9"
1466,"day7_C1.Nov2.AE103.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","Nov2",7,NA,"021216DR515F","C1"
1467,"day7_C1.OWW03.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","OWW03",7,1,"021216DR515F","C1"
1468,"day7_C1.OWW03.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","OWW03",7,2,"021216DR515F","C1"
1469,"day7_C1.OWW03.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","OWW03",7,3,"021216DR515F","C1"
1471,"day7_C1.WiW03.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW03",7,1,"021216DR515F","C1"
1472,"day7_C1.WiW03.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW03",7,2,"021216DR515F","C1"
1473,"day7_C1.WiW03.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW03",7,3,"021216DR515F","C1"
1474,"day7_C1.WiW03.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW03",7,4,"021216DR515F","C1"
1475,"day7_C1.WYT03.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT03",7,4,"021216DR515F","C1"
1486,"day7_C10.OWW11.4_021216DR515FSAM1-92-pr_filt.fastq.gz","OWW11",7,4,"021216DR515F","C10"
1487,"day7_C10.PH03.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","PH03",7,1,"021216DR515F","C10"
1488,"day7_C10.PH03.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","PH03",7,2,"021216DR515F","C10"
1489,"day7_C10.PH03.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","PH03",7,3,"021216DR515F","C10"
1490,"day7_C10.PH03.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","PH03",7,4,"021216DR515F","C10"
1491,"day7_C10.WP11.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WP11",7,1,"021216DR515F","C10"
1492,"day7_C10.WP11.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WP11",7,2,"021216DR515F","C10"
1493,"day7_C10.WP11.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WP11",7,3,"021216DR515F","C10"
1494,"day7_C10.WP11.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WP11",7,4,"021216DR515F","C10"
1495,"day7_C10.WYT43.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT43",7,1,"021216DR515F","C10"
1496,"day7_C10.WYT43.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT43",7,2,"021216DR515F","C10"
1497,"day7_C10.WYT43.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT43",7,3,"021216DR515F","C10"
1499,"day7_C11.BWd03.4_021216DR515FSAM1-92-pr_filt.fastq.gz","BWd03",7,4,"021216DR515F","C11"
1508,"day7_C11.PH11.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","PH11",7,1,"021216DR515F","C11"
1509,"day7_C11.PH11.2_021216DR515FSAM1-18-pr_filt.fastq.gz","PH11",7,2,"021216DR515F","C11"
1510,"day7_C11.PH11.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","PH11",7,2,"021216DR515F","C11"
1511,"day7_C11.PH11.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","PH11",7,3,"021216DR515F","C11"
1512,"day7_C11.PH11.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","PH11",7,4,"021216DR515F","C11"
1513,"day7_C11.SAC03.1_021216DR515FSAM1-40-pr_filt.fastq.gz","SAC03",7,1,"021216DR515F","C11"
1514,"day7_C11.SAC03.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","SAC03",7,1,"021216DR515F","C11"
1515,"day7_C11.SAC03.2_021216DR515FSAM1-40-pr_filt.fastq.gz","SAC03",7,2,"021216DR515F","C11"
1516,"day7_C11.SAC03.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","SAC03",7,2,"021216DR515F","C11"
1517,"day7_C11.SAC03.3_021216DR515FSAM1-42-pr_filt.fastq.gz","SAC03",7,3,"021216DR515F","C11"
1518,"day7_C11.SAC03.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","SAC03",7,3,"021216DR515F","C11"
1519,"day7_C11.SAC03.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","SAC03",7,4,"021216DR515F","C11"
1520,"day7_C11.WYT51.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT51",7,1,"021216DR515F","C11"
1521,"day7_C11.WYT51.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT51",7,2,"021216DR515F","C11"
1522,"day7_C11.WYT51.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT51",7,3,"021216DR515F","C11"
1525,"day7_C12.AE103.02.Iso_021216DR515FSAM1-96b-pr_filt.fastq.gz","AE103",7,2,"021216DR515F","C12"
1530,"day7_C12.PH19.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","PH19",7,1,"021216DR515F","C12"
1531,"day7_C12.PH19.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","PH19",7,2,"021216DR515F","C12"
1532,"day7_C12.PH19.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","PH19",7,3,"021216DR515F","C12"
1533,"day7_C12.PH19.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","PH19",7,4,"021216DR515F","C12"
1534,"day7_C12.SAC11.1_021216DR515FSAM1-40-pr_filt.fastq.gz","SAC11",7,1,"021216DR515F","C12"
1535,"day7_C12.SAC11.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","SAC11",7,1,"021216DR515F","C12"
1536,"day7_C12.SAC11.2_021216DR515FSAM1-40-pr_filt.fastq.gz","SAC11",7,2,"021216DR515F","C12"
1537,"day7_C12.SAC11.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","SAC11",7,2,"021216DR515F","C12"
1538,"day7_C12.SAC11.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","SAC11",7,3,"021216DR515F","C12"
1539,"day7_C12.SAC11.4_021216DR515FSAM1-42-pr_filt.fastq.gz","SAC11",7,4,"021216DR515F","C12"
1540,"day7_C12.SAC11.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","SAC11",7,4,"021216DR515F","C12"
1542,"day7_C12.WYT59.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT59",7,1,"021216DR515F","C12"
1543,"day7_C12.WYT59.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT59",7,2,"021216DR515F","C12"
1544,"day7_C12.WYT59.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT59",7,3,"021216DR515F","C12"
1545,"day7_C2.BB11.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","BB11",7,1,"021216DR515F","C2"
1546,"day7_C2.BB11.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","BB11",7,2,"021216DR515F","C2"
1547,"day7_C2.BB11.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","BB11",7,3,"021216DR515F","C2"
1548,"day7_C2.BB11.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","BB11",7,4,"021216DR515F","C2"
1550,"day7_C2.OWW11.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","OWW11",7,1,"021216DR515F","C2"
1551,"day7_C2.OWW11.2_021216DR515FSAM1-8a-pr_filt.fastq.gz","OWW11",7,2,"021216DR515F","C2"
1552,"day7_C2.OWW11.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","OWW11",7,2,"021216DR515F","C2"
1553,"day7_C2.OWW11.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","OWW11",7,3,"021216DR515F","C2"
1555,"day7_C2.WiW11.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW11",7,1,"021216DR515F","C2"
1556,"day7_C2.WiW11.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW11",7,2,"021216DR515F","C2"
1557,"day7_C2.WiW11.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW11",7,3,"021216DR515F","C2"
1558,"day7_C2.WiW11.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW11",7,4,"021216DR515F","C2"
1563,"day7_C3.BWd03.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","BWd03",7,1,"021216DR515F","C3"
1564,"day7_C3.BWd03.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","BWd03",7,2,"021216DR515F","C3"
1565,"day7_C3.BWd03.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","BWd03",7,3,"021216DR515F","C3"
1572,"day7_C3.WiW19.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW19",7,1,"021216DR515F","C3"
1573,"day7_C3.WiW19.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW19",7,2,"021216DR515F","C3"
1574,"day7_C3.WiW19.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW19",7,3,"021216DR515F","C3"
1575,"day7_C3.WiW19.4_021216DR515FSAM1-42-pr_filt.fastq.gz","WiW19",7,4,"021216DR515F","C3"
1576,"day7_C3.WiW19.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW19",7,4,"021216DR515F","C3"
1577,"day7_C3.WYT19.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT19",7,4,"021216DR515F","C3"
1595,"day7_C4.WiW27.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW27",7,1,"021216DR515F","C4"
1596,"day7_C4.WiW27.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW27",7,2,"021216DR515F","C4"
1597,"day7_C4.WiW27.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW27",7,3,"021216DR515F","C4"
1598,"day7_C4.WiW27.4_021216DR515FSAM1-42-pr_filt.fastq.gz","WiW27",7,4,"021216DR515F","C4"
1599,"day7_C4.WiW27.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW27",7,4,"021216DR515F","C4"
1600,"day7_C4.WYT27.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT27",7,4,"021216DR515F","C4"
1604,"day7_C5.WEL03.1_021216DR515FSAM1-18-pr_filt.fastq.gz","WEL03",7,1,"021216DR515F","C5"
1605,"day7_C5.WEL03.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","WEL03",7,1,"021216DR515F","C5"
1606,"day7_C5.WEL03.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","WEL03",7,2,"021216DR515F","C5"
1607,"day7_C5.WEL03.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","WEL03",7,3,"021216DR515F","C5"
1608,"day7_C5.WEL03.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","WEL03",7,4,"021216DR515F","C5"
1609,"day7_C5.WiW35.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW35",7,1,"021216DR515F","C5"
1610,"day7_C5.WiW35.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW35",7,2,"021216DR515F","C5"
1611,"day7_C5.WiW35.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW35",7,3,"021216DR515F","C5"
1612,"day7_C5.WiW35.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW35",7,4,"021216DR515F","C5"
1613,"day7_C5.WYT03.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT03",7,1,"021216DR515F","C5"
1614,"day7_C5.WYT03.2_021216DR515FSAM1-8a-pr_filt.fastq.gz","WYT03",7,2,"021216DR515F","C5"
1615,"day7_C5.WYT03.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT03",7,2,"021216DR515F","C5"
1616,"day7_C5.WYT03.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT03",7,3,"021216DR515F","C5"
1621,"day7_C6.AE110.1_021216DR515FSAM1-96c-pr_filt.fastq.gz","AE110",7,1,"021216DR515F","C6"
1622,"day7_C6.AE110.2_021216DR515FSAM1-96d-pr_filt.fastq.gz","AE110",7,2,"021216DR515F","C6"
1623,"day7_C6.AE110.3_021216DR515FSAM1-96e-pr_filt.fastq.gz","AE110",7,3,"021216DR515F","C6"
1624,"day7_C6.AE110.4_021216DR515FSAM1-96f-pr_filt.fastq.gz","AE110",7,4,"021216DR515F","C6"
1627,"day7_C6.WEL11.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","WEL11",7,1,"021216DR515F","C6"
1628,"day7_C6.WEL11.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","WEL11",7,2,"021216DR515F","C6"
1629,"day7_C6.WEL11.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","WEL11",7,3,"021216DR515F","C6"
1630,"day7_C6.WEL11.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","WEL11",7,4,"021216DR515F","C6"
1631,"day7_C6.WiW43.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW43",7,1,"021216DR515F","C6"
1632,"day7_C6.WiW43.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW43",7,2,"021216DR515F","C6"
1633,"day7_C6.WiW43.3_021216DR515FSAM1-42-pr_filt.fastq.gz","WiW43",7,3,"021216DR515F","C6"
1634,"day7_C6.WiW43.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW43",7,3,"021216DR515F","C6"
1635,"day7_C6.WiW43.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW43",7,4,"021216DR515F","C6"
1636,"day7_C6.WYT43.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT43",7,4,"021216DR515F","C6"
1644,"day7_C7.WEL19.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","WEL19",7,1,"021216DR515F","C7"
1645,"day7_C7.WEL19.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","WEL19",7,2,"021216DR515F","C7"
1646,"day7_C7.WEL19.3_021216DR515FSAM1-24-pr_filt.fastq.gz","WEL19",7,3,"021216DR515F","C7"
1647,"day7_C7.WEL19.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","WEL19",7,3,"021216DR515F","C7"
1648,"day7_C7.WEL19.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","WEL19",7,4,"021216DR515F","C7"
1649,"day7_C7.WiW51.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW51",7,1,"021216DR515F","C7"
1650,"day7_C7.WiW51.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW51",7,2,"021216DR515F","C7"
1651,"day7_C7.WiW51.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW51",7,3,"021216DR515F","C7"
1652,"day7_C7.WiW51.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW51",7,4,"021216DR515F","C7"
1653,"day7_C7.WYT19.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT19",7,1,"021216DR515F","C7"
1654,"day7_C7.WYT19.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT19",7,2,"021216DR515F","C7"
1655,"day7_C7.WYT19.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT19",7,3,"021216DR515F","C7"
1656,"day7_C7.WYT51.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT51",7,4,"021216DR515F","C7"
1658,"day7_C8.LW01.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","LW01",7,1,"021216DR515F","C8"
1659,"day7_C8.LW01.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","LW01",7,2,"021216DR515F","C8"
1660,"day7_C8.LW01.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","LW01",7,3,"021216DR515F","C8"
1661,"day7_C8.LW01.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","LW01",7,4,"021216DR515F","C8"
1667,"day7_C8.WYT27.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","WYT27",7,1,"021216DR515F","C8"
1668,"day7_C8.WYT27.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","WYT27",7,2,"021216DR515F","C8"
1669,"day7_C8.WYT27.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","WYT27",7,3,"021216DR515F","C8"
1670,"day7_C8.WYT59.4_021216DR515FSAM1-92-pr_filt.fastq.gz","WYT59",7,4,"021216DR515F","C8"
1672,"day7_C9.AE116.1_021216DR515FSAM1-96c-pr_filt.fastq.gz","AE116",7,1,"021216DR515F","C9"
1673,"day7_C9.AE116.2_021216DR515FSAM1-96d-pr_filt.fastq.gz","AE116",7,2,"021216DR515F","C9"
1674,"day7_C9.AE116.3_021216DR515FSAM1-96e-pr_filt.fastq.gz","AE116",7,3,"021216DR515F","C9"
1675,"day7_C9.AE116.4_021216DR515FSAM1-26-pr_filt.fastq.gz","AE116",7,4,"021216DR515F","C9"
1676,"day7_C9.AE116.4_021216DR515FSAM1-96f-pr_filt.fastq.gz","AE116",7,4,"021216DR515F","C9"
1677,"day7_C9.LW09.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","LW09",7,1,"021216DR515F","C9"
1678,"day7_C9.LW09.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","LW09",7,2,"021216DR515F","C9"
1679,"day7_C9.LW09.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","LW09",7,3,"021216DR515F","C9"
1680,"day7_C9.LW09.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","LW09",7,4,"021216DR515F","C9"
1685,"day7_C9.OWW03.4_021216DR515FSAM1-8b-pr_filt.fastq.gz","OWW03",7,4,"021216DR515F","C9"
1686,"day7_C9.OWW03.4_021216DR515FSAM1-92-pr_filt.fastq.gz","OWW03",7,4,"021216DR515F","C9"
1687,"day7_C9.WP03.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WP03",7,1,"021216DR515F","C9"
1688,"day7_C9.WP03.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WP03",7,2,"021216DR515F","C9"
1689,"day7_C9.WP03.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WP03",7,3,"021216DR515F","C9"
1690,"day7_C9.WP03.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WP03",7,4,"021216DR515F","C9"
1691,"day7_D1.BB04.1_021216DR515FSAM1-88a-pr_filt.fastq.gz","BB04",7,1,"021216DR515F","D1"
1692,"day7_D1.BB04.2_021216DR515FSAM1-88b-pr_filt.fastq.gz","BB04",7,2,"021216DR515F","D1"
1693,"day7_D1.BB04.3_021216DR515FSAM1-88c-pr_filt.fastq.gz","BB04",7,3,"021216DR515F","D1"
1694,"day7_D1.BB04.4_021216DR515FSAM1-88d-pr_filt.fastq.gz","BB04",7,4,"021216DR515F","D1"
1699,"day7_D1.Nov2.AE103.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","Nov2",7,NA,"021216DR515F","D1"
1700,"day7_D1.OWW04.1_021216DR515FSAM1-91b-pr_filt.fastq.gz","OWW04",7,1,"021216DR515F","D1"
1701,"day7_D1.OWW04.2_021216DR515FSAM1-91a-pr_filt.fastq.gz","OWW04",7,2,"021216DR515F","D1"
1702,"day7_D1.OWW04.3_021216DR515FSAM1-91c-pr_filt.fastq.gz","OWW04",7,3,"021216DR515F","D1"
1704,"day7_D1.WiW04.1_021216DR515FSAM1-89a-pr_filt.fastq.gz","WiW04",7,1,"021216DR515F","D1"
1705,"day7_D1.WiW04.2_021216DR515FSAM1-89b-pr_filt.fastq.gz","WiW04",7,2,"021216DR515F","D1"
1706,"day7_D1.WiW04.3_021216DR515FSAM1-89c-pr_filt.fastq.gz","WiW04",7,3,"021216DR515F","D1"
1707,"day7_D1.WiW04.4_021216DR515FSAM1-89d-pr_filt.fastq.gz","WiW04",7,4,"021216DR515F","D1"
