"sample_name","library_ID","community","site","treehole_number_site","latlong","collection_date"
"day0_H11.WiW56_052214DR16s-Sam626-700-pr_filt","day0_H11.WiW56","WiW56","WiW","56","51.4425 N 0.5952 W",2013-09-18
"day0_H11.WYC08_052214DR16s-SAM81-160-pr_filt","day0_H11.WYC08","WYC08","WYC","8","51.7695 N 1.3291 W",2013-10-22
"day0_H12.AE143_052214DR16s-Sam851-925-pr_filt","day0_H12.AE143","AE143","AE","143","51.79745 N 0.56329 W",2013-11-21
"day0_H12.AE175_052214DR16s-Sam551-625-pr_filt","day0_H12.AE175","AE175","AE","175","51.79534 N 0.56032 W",2013-11-21
"day0_H12.AE48_052214DR16s-Sam161-240-pr_filt","day0_H12.AE48","AE48","AE","48","51.7856 N 0.5513 W",2013-10-30
"day0_H12.AE88_052214DR16s-Sam776-850-pr_filt","day0_H12.AE88","AE88","AE","88","51.79042 N 0.558 W",2013-11-18
"day0_H12.WP16_052214DR16s-SAM81-160-pr_filt","day0_H12.WP16","WP16","WP","16","51.324277 N 0.612985 W",2013-11-28
"day0_H12.WYM24_052214DR16s-Sam626-700-pr_filt","day0_H12.WYM24","WYM24","WYM","24","51.7685 N 1.3281 W",2013-10-22
"day0_H12.WYT24_052214DR16s-Sam476-550_filt","day0_H12.WYT24","WYT24","WYT","24","51.7694 N 1.3297 W",2013-10-22
"day0_WEL09_052214DR16s-Sam551-625-pr_filt","day0_WEL09","WEL09","WEL","9","50.9466 N 3.2077 W",2013-12-29
"day0_WEL10_052214DR16s-Sam551-625-pr_filt","day0_WEL10","WEL10","WEL","10","50.9466 N 3.2077 W",2013-12-29
"day0_WEL11_052214DR16s-Sam551-625-pr_filt","day0_WEL11","WEL11","WEL","11","50.9466 N 3.2077 W",2013-12-29
"day0_WEL12_052214DR16s-Sam551-625-pr_filt","day0_WEL12","WEL12","WEL","12","50.9466 N 3.2077 W",2013-12-29
"day0_WEL13_052214DR16s-Sam551-625-pr_filt","day0_WEL13","WEL13","WEL","13","50.9454 N 3.2104 W",2013-12-29
"day0_WEL14_052214DR16s-Sam551-625-pr_filt","day0_WEL14","WEL14","WEL","14","50.9454 N 3.2104 W",2013-12-29
"day0_WEL15_052214DR16s-Sam551-625-pr_filt","day0_WEL15","WEL15","WEL","15","50.9454 N 3.2104 W",2013-12-29
"day0_WEL16_052214DR16s-Sam551-625-pr_filt","day0_WEL16","WEL16","WEL","16","50.9454 N 3.2104 W",2013-12-29
"day0_WYD01_052214DR16s-Sam321-400-pr_filt","day0_WYD01","WYD01","WYD","1","51.7695 N 1.3296 W",2013-10-22
"day0_WYD02_052214DR16s-Sam321-400-pr_filt","day0_WYD02","WYD02","WYD","2","51.7695 N 1.3296 W",2013-10-22
"day0_WYD03_052214DR16s-Sam321-400-pr_filt","day0_WYD03","WYD03","WYD","3","51.7695 N 1.3296 W",2013-10-22
"day0_WYD04_052214DR16s-Sam321-400-pr_filt","day0_WYD04","WYD04","WYD","4","51.7695 N 1.3296 W",2013-10-22
"day0_WYD05_052214DR16s-Sam321-400-pr_filt","day0_WYD05","WYD05","WYD","5","51.7688 N 1.329 W",2013-10-22
"day0_WYD06_052214DR16s-Sam321-400-pr_filt","day0_WYD06","WYD06","WYD","6","51.7688 N 1.329 W",2013-10-22
"day0_WYD07_052214DR16s-Sam321-400-pr_filt","day0_WYD07","WYD07","WYD","7","51.7688 N 1.329 W",2013-10-22
"day0_WYD08_052214DR16s-Sam321-400-pr_filt","day0_WYD08","WYD08","WYD","8","51.7688 N 1.329 W",2013-10-22
"day0_WYM01_052214DR16s-Sam161-240-pr_filt","day0_WYM01","WYM01","WYM","1","51.7697 N 1.3294 W",2013-10-22
"day0_WYM02_052214DR16s-Sam161-240-pr_filt","day0_WYM02","WYM02","WYM","2","51.7697 N 1.3294 W",2013-10-22
"day0_WYM03_052214DR16s-Sam161-240-pr_filt","day0_WYM03","WYM03","WYM","3","51.7697 N 1.3294 W",2013-10-22
"day0_WYM04_052214DR16s-Sam161-240-pr_filt","day0_WYM04","WYM04","WYM","4","51.7697 N 1.3294 W",2013-10-22
"day0_WYM05_052214DR16s-Sam161-240-pr_filt","day0_WYM05","WYM05","WYM","5","51.7697 N 1.3294 W",2013-10-22
"day0_WYM06_052214DR16s-Sam161-240-pr_filt","day0_WYM06","WYM06","WYM","6","51.7697 N 1.3294 W",2013-10-22
"day0_WYM07_052214DR16s-Sam161-240-pr_filt","day0_WYM07","WYM07","WYM","7","51.7697 N 1.3294 W",2013-10-22
"day0_WYM08_052214DR16s-Sam161-240-pr_filt","day0_WYM08","WYM08","WYM","8","51.7693 N 1.3297 W",2013-10-22
"day7_A1.OWW01.1_021216DR515FSAM1-91b-pr_filt","day7_A1.OWW01.1","OWW01","OWW","1","51.4503 N 0.5941 W",2013-09-26
"day7_A1.OWW01.2_021216DR515FSAM1-91a-pr_filt","day7_A1.OWW01.2","OWW01","OWW","1","51.4503 N 0.5941 W",2013-09-26
"day7_A1.OWW01.3_021216DR515FSAM1-91c-pr_filt","day7_A1.OWW01.3","OWW01","OWW","1","51.4503 N 0.5941 W",2013-09-26
"day7_A1.Riz1.AE103.1.Com_021216DR515FSAM1-96b-pr_filt","day7_A1.Riz1.AE103.1.Com","Riz1","Riz","1",NA,NA
"day7_A1.WiW01.1_021216DR515FSAM1-89a-pr_filt","day7_A1.WiW01.1","WiW01","WiW","1","51.4117 N 0.6208 W",2013-09-18
"day7_A1.WiW01.2_021216DR515FSAM1-89b-pr_filt","day7_A1.WiW01.2","WiW01","WiW","1","51.4117 N 0.6208 W",2013-09-18
"day7_A1.WiW01.3_021216DR515FSAM1-89c-pr_filt","day7_A1.WiW01.3","WiW01","WiW","1","51.4117 N 0.6208 W",2013-09-18
"day7_A1.WiW01.4_021216DR515FSAM1-89d-pr_filt","day7_A1.WiW01.4","WiW01","WiW","1","51.4117 N 0.6208 W",2013-09-18
"day7_A1.WYM02.1_021216DR515FSAM1-96c-pr_filt","day7_A1.WYM02.1","WYM02","WYM","2","51.7697 N 1.3294 W",2013-10-22
"day7_A1.WYM02.2_021216DR515FSAM1-96d-pr_filt","day7_A1.WYM02.2","WYM02","WYM","2","51.7697 N 1.3294 W",2013-10-22
"day7_A1.WYM02.3_021216DR515FSAM1-96e-pr_filt","day7_A1.WYM02.3","WYM02","WYM","2","51.7697 N 1.3294 W",2013-10-22
"day7_A1.WYM02.4_021216DR515FSAM1-96f-pr_filt","day7_A1.WYM02.4","WYM02","WYM","2","51.7697 N 1.3294 W",2013-10-22
"day7_A1.WYT01.4_021216DR515FSAM1-92-pr_filt","day7_A1.WYT01.4","WYT01","WYT","1","51.7702 N 1.3293 W",2013-10-16
"day7_A10.BB40.1_021216DR515FSAM1-96c-pr_filt","day7_A10.BB40.1","BB40","BB","40","51.5579 N 0.6309 W",2013-08-29
"day7_A10.BB40.2_021216DR515FSAM1-96d-pr_filt","day7_A10.BB40.2","BB40","BB","40","51.5579 N 0.6309 W",2013-08-29
"day7_A10.BB40.3_021216DR515FSAM1-96e-pr_filt","day7_A10.BB40.3","BB40","BB","40","51.5579 N 0.6309 W",2013-08-29
"day7_A10.BB40.4_021216DR515FSAM1-96f-pr_filt","day7_A10.BB40.4","BB40","BB","40","51.5579 N 0.6309 W",2013-08-29
"day7_A10.OWW09.4_021216DR515FSAM1-92-pr_filt","day7_A10.OWW09.4","OWW09","OWW","9","51.4497 N 0.5968 W",2013-09-26
"day7_A10.PH01.1_021216DR515FSAM1-88a-pr_filt","day7_A10.PH01.1","PH01","PH","1","51.57306 N 0.81191 W",2013-12-07
"day7_A10.PH01.2_021216DR515FSAM1-88b-pr_filt","day7_A10.PH01.2","PH01","PH","1","51.57306 N 0.81191 W",2013-12-07
"day7_A10.PH01.3_021216DR515FSAM1-88c-pr_filt","day7_A10.PH01.3","PH01","PH","1","51.57306 N 0.81191 W",2013-12-07
"day7_A10.PH01.4_021216DR515FSAM1-88d-pr_filt","day7_A10.PH01.4","PH01","PH","1","51.57306 N 0.81191 W",2013-12-07
"day7_A10.WP09.1_021216DR515FSAM1-89a-pr_filt","day7_A10.WP09.1","WP09","WP","9","51.324101 N 0.615783 W",2013-11-28
"day7_A10.WP09.2_021216DR515FSAM1-89b-pr_filt","day7_A10.WP09.2","WP09","WP","9","51.324101 N 0.615783 W",2013-11-28
"day7_A10.WP09.3_021216DR515FSAM1-89c-pr_filt","day7_A10.WP09.3","WP09","WP","9","51.324101 N 0.615783 W",2013-11-28
"day7_A10.WP09.4_021216DR515FSAM1-89d-pr_filt","day7_A10.WP09.4","WP09","WP","9","51.324101 N 0.615783 W",2013-11-28
"day7_A10.WYT41.1_021216DR515FSAM1-91b-pr_filt","day7_A10.WYT41.1","WYT41","WYT","41","51.7687 N 1.3291 W",2013-10-22
"day7_A10.WYT41.2_021216DR515FSAM1-91a-pr_filt","day7_A10.WYT41.2","WYT41","WYT","41","51.7687 N 1.3291 W",2013-10-22
"day7_A10.WYT41.3_021216DR515FSAM1-91c-pr_filt","day7_A10.WYT41.3","WYT41","WYT","41","51.7687 N 1.3291 W",2013-10-22
"day7_A11.BB01.1_021216DR515FSAM1-96c-pr_filt","day7_A11.BB01.1","BB01","BB","1","51.5565 N 0.6335 W",2013-08-20
"day7_A11.BB01.2_021216DR515FSAM1-96d-pr_filt","day7_A11.BB01.2","BB01","BB","1","51.5565 N 0.6335 W",2013-08-20
"day7_A11.BB01.3_021216DR515FSAM1-96e-pr_filt","day7_A11.BB01.3","BB01","BB","1","51.5565 N 0.6335 W",2013-08-20
"day7_A11.BB01.4_021216DR515FSAM1-96f-pr_filt","day7_A11.BB01.4","BB01","BB","1","51.5565 N 0.6335 W",2013-08-20
"day7_A11.BWd01.4_021216DR515FSAM1-92-pr_filt","day7_A11.BWd01.4","BWd01","BWd","1","51.1936 N 1.0689 W",2013-10-03
"day7_A11.PH09.1_021216DR515FSAM1-88a-pr_filt","day7_A11.PH09.1","PH09","PH","9","51.57212 N 0.81244 W",2013-12-07
"day7_A11.PH09.2_021216DR515FSAM1-88b-pr_filt","day7_A11.PH09.2","PH09","PH","9","51.57212 N 0.81244 W",2013-12-07
"day7_A11.PH09.3_021216DR515FSAM1-88c-pr_filt","day7_A11.PH09.3","PH09","PH","9","51.57212 N 0.81244 W",2013-12-07
"day7_A11.PH09.4_021216DR515FSAM1-88d-pr_filt","day7_A11.PH09.4","PH09","PH","9","51.57212 N 0.81244 W",2013-12-07
"day7_A11.SAC01.1_021216DR515FSAM1-40-pr_filt","day7_A11.SAC01.1","SAC01","SAC","1","51.76454 N 0.3351 W",2013-12-03
"day7_A11.SAC01.2_021216DR515FSAM1-40-pr_filt","day7_A11.SAC01.2","SAC01","SAC","1","51.76454 N 0.3351 W",2013-12-03
"day7_A11.SAC01.3_021216DR515FSAM1-42-pr_filt","day7_A11.SAC01.3","SAC01","SAC","1","51.76454 N 0.3351 W",2013-12-03
"day7_A11.SAC01.4_021216DR515FSAM1-89d-pr_filt","day7_A11.SAC01.4","SAC01","SAC","1","51.76454 N 0.3351 W",2013-12-03
"day7_A11.WYT49.1_021216DR515FSAM1-91b-pr_filt","day7_A11.WYT49.1","WYT49","WYT","49","51.7648 N 1.3278 W",2013-10-22
"day7_A11.WYT49.2_021216DR515FSAM1-91a-pr_filt","day7_A11.WYT49.2","WYT49","WYT","49","51.7648 N 1.3278 W",2013-10-22
"day7_A11.WYT49.3_021216DR515FSAM1-91c-pr_filt","day7_A11.WYT49.3","WYT49","WYT","49","51.7648 N 1.3278 W",2013-10-22
"day7_A12.AE97.1_021216DR515FSAM1-96c-pr_filt","day7_A12.AE97.1","AE97","AE","97","51.79389 N 0.56033 W",2013-11-18
"day7_A12.AE97.2_021216DR515FSAM1-96d-pr_filt","day7_A12.AE97.2","AE97","AE","97","51.79389 N 0.56033 W",2013-11-18
"day7_A12.AE97.3_021216DR515FSAM1-96e-pr_filt","day7_A12.AE97.3","AE97","AE","97","51.79389 N 0.56033 W",2013-11-18
"day7_A12.AE97.4_021216DR515FSAM1-96f-pr_filt","day7_A12.AE97.4","AE97","AE","97","51.79389 N 0.56033 W",2013-11-18
"day7_A12.PH17.1_021216DR515FSAM1-88a-pr_filt","day7_A12.PH17.1","PH17","PH","17","51.57016 N 0.81297 W",2013-12-07
"day7_A12.PH17.2_021216DR515FSAM1-88b-pr_filt","day7_A12.PH17.2","PH17","PH","17","51.57016 N 0.81297 W",2013-12-07
"day7_A12.PH17.3_021216DR515FSAM1-88c-pr_filt","day7_A12.PH17.3","PH17","PH","17","51.57016 N 0.81297 W",2013-12-07
"day7_A12.PH17.4_021216DR515FSAM1-88d-pr_filt","day7_A12.PH17.4","PH17","PH","17","51.57016 N 0.81297 W",2013-12-07
"day7_A12.SAC09.1_021216DR515FSAM1-40-pr_filt","day7_A12.SAC09.1","SAC09","SAC","9","51.76949 N 0.34862 W",2013-12-03
"day7_A12.SAC09.2_021216DR515FSAM1-40-pr_filt","day7_A12.SAC09.2","SAC09","SAC","9","51.76949 N 0.34862 W",2013-12-03
"day7_A12.SAC09.3_021216DR515FSAM1-89c-pr_filt","day7_A12.SAC09.3","SAC09","SAC","9","51.76949 N 0.34862 W",2013-12-03
"day7_A12.SAC09.4_021216DR515FSAM1-89d-pr_filt","day7_A12.SAC09.4","SAC09","SAC","9","51.76949 N 0.34862 W",2013-12-03
"day7_A12.WF01.4_021216DR515FSAM1-92-pr_filt","day7_A12.WF01.4","WF01","WF","1","51.4503 N 0.6338 W",2013-10-21
"day7_A12.WYT57.1_021216DR515FSAM1-91b-pr_filt","day7_A12.WYT57.1","WYT57","WYT","57","51.7688 N 1.3345 W",2013-10-22
"day7_A12.WYT57.2_021216DR515FSAM1-91a-pr_filt","day7_A12.WYT57.2","WYT57","WYT","57","51.7688 N 1.3345 W",2013-10-22
"day7_A12.WYT57.3_021216DR515FSAM1-91c-pr_filt","day7_A12.WYT57.3","WYT57","WYT","57","51.7688 N 1.3345 W",2013-10-22
"day7_A2.BB09.1_021216DR515FSAM1-88a-pr_filt","day7_A2.BB09.1","BB09","BB","9","51.559 N 0.6344 W",2013-08-20
"day7_A2.BB09.2_021216DR515FSAM1-88b-pr_filt","day7_A2.BB09.2","BB09","BB","9","51.559 N 0.6344 W",2013-08-20
"day7_A2.BB09.3_021216DR515FSAM1-88c-pr_filt","day7_A2.BB09.3","BB09","BB","9","51.559 N 0.6344 W",2013-08-20
"day7_A2.BB09.4_021216DR515FSAM1-88d-pr_filt","day7_A2.BB09.4","BB09","BB","9","51.559 N 0.6344 W",2013-08-20
"day7_A2.CHE03.1_021216DR515FSAM1-96c-pr_filt","day7_A2.CHE03.1","CHE03","CHE","3","50.9228 N 3.4745 W",2013-12-28
"day7_A2.CHE03.2_021216DR515FSAM1-96d-pr_filt","day7_A2.CHE03.2","CHE03","CHE","3","50.9228 N 3.4745 W",2013-12-28
"day7_A2.CHE03.3_021216DR515FSAM1-96e-pr_filt","day7_A2.CHE03.3","CHE03","CHE","3","50.9228 N 3.4745 W",2013-12-28
"day7_A2.CHE03.4_021216DR515FSAM1-96f-pr_filt","day7_A2.CHE03.4","CHE03","CHE","3","50.9228 N 3.4745 W",2013-12-28
"day7_A2.OWW09.1_021216DR515FSAM1-91b-pr_filt","day7_A2.OWW09.1","OWW09","OWW","9","51.4497 N 0.5968 W",2013-09-26
"day7_A2.OWW09.2_021216DR515FSAM1-91a-pr_filt","day7_A2.OWW09.2","OWW09","OWW","9","51.4497 N 0.5968 W",2013-09-26
"day7_A2.OWW09.3_021216DR515FSAM1-91c-pr_filt","day7_A2.OWW09.3","OWW09","OWW","9","51.4497 N 0.5968 W",2013-09-26
"day7_A2.WiW09.1_021216DR515FSAM1-89a-pr_filt","day7_A2.WiW09.1","WiW09","WiW","9","51.4378 N 0.5995 W",2013-09-18
"day7_A2.WiW09.2_021216DR515FSAM1-89b-pr_filt","day7_A2.WiW09.2","WiW09","WiW","9","51.4378 N 0.5995 W",2013-09-18
"day7_A2.WiW09.3_021216DR515FSAM1-89c-pr_filt","day7_A2.WiW09.3","WiW09","WiW","9","51.4378 N 0.5995 W",2013-09-18
"day7_A2.WiW09.4_021216DR515FSAM1-89d-pr_filt","day7_A2.WiW09.4","WiW09","WiW","9","51.4378 N 0.5995 W",2013-09-18
"day7_A2.WYT09.4_021216DR515FSAM1-92-pr_filt","day7_A2.WYT09.4","WYT09","WYT","9","51.7693 N 1.3293 W",2013-10-16
"day7_A3.AE12.1_021216DR515FSAM1-96c-pr_filt","day7_A3.AE12.1","AE12","AE","12","51.78638 N 0.55246 W",2013-10-30
"day7_A3.AE12.2_021216DR515FSAM1-96d-pr_filt","day7_A3.AE12.2","AE12","AE","12","51.78638 N 0.55246 W",2013-10-30
"day7_A3.AE12.3_021216DR515FSAM1-96e-pr_filt","day7_A3.AE12.3","AE12","AE","12","51.78638 N 0.55246 W",2013-10-30
"day7_A3.AE12.4_021216DR515FSAM1-96f-pr_filt","day7_A3.AE12.4","AE12","AE","12","51.78638 N 0.55246 W",2013-10-30
"day7_A3.BB17.1_021216DR515FSAM1-88a-pr_filt","day7_A3.BB17.1","BB17","BB","17","51.5592 N 0.6344 W",2013-08-20
"day7_A3.BB17.2_021216DR515FSAM1-88b-pr_filt","day7_A3.BB17.2","BB17","BB","17","51.5592 N 0.6344 W",2013-08-20
"day7_A3.BB17.3_021216DR515FSAM1-88c-pr_filt","day7_A3.BB17.3","BB17","BB","17","51.5592 N 0.6344 W",2013-08-20
"day7_A3.BB17.4_021216DR515FSAM1-88d-pr_filt","day7_A3.BB17.4","BB17","BB","17","51.5592 N 0.6344 W",2013-08-20
"day7_A3.BWd01.1_021216DR515FSAM1-91b-pr_filt","day7_A3.BWd01.1","BWd01","BWd","1","51.1936 N 1.0689 W",2013-10-03
"day7_A3.BWd01.2_021216DR515FSAM1-91a-pr_filt","day7_A3.BWd01.2","BWd01","BWd","1","51.1936 N 1.0689 W",2013-10-03
"day7_A3.BWd01.3_021216DR515FSAM1-91c-pr_filt","day7_A3.BWd01.3","BWd01","BWd","1","51.1936 N 1.0689 W",2013-10-03
"day7_A3.WiW17.1_021216DR515FSAM1-89a-pr_filt","day7_A3.WiW17.1","WiW17","WiW","17","51.4414 N 0.5996 W",2013-09-18
"day7_A3.WiW17.2_021216DR515FSAM1-89b-pr_filt","day7_A3.WiW17.2","WiW17","WiW","17","51.4414 N 0.5996 W",2013-09-18
"day7_A3.WiW17.3_021216DR515FSAM1-89c-pr_filt","day7_A3.WiW17.3","WiW17","WiW","17","51.4414 N 0.5996 W",2013-09-18
"day7_A3.WiW17.4_021216DR515FSAM1-89d-pr_filt","day7_A3.WiW17.4","WiW17","WiW","17","51.4414 N 0.5996 W",2013-09-18
"day7_A3.WYT17.4_021216DR515FSAM1-92-pr_filt","day7_A3.WYT17.4","WYT17","WYT","17","51.7697 N 1.3295 W",2013-10-22
"day7_A4.BB25.1_021216DR515FSAM1-88a-pr_filt","day7_A4.BB25.1","BB25","BB","25","51.5604 N 0.6357 W",2013-08-20
"day7_A4.BB25.2_021216DR515FSAM1-88b-pr_filt","day7_A4.BB25.2","BB25","BB","25","51.5604 N 0.6357 W",2013-08-20
"day7_A4.BB25.3_021216DR515FSAM1-88c-pr_filt","day7_A4.BB25.3","BB25","BB","25","51.5604 N 0.6357 W",2013-08-20
"day7_A4.BB25.4_021216DR515FSAM1-88d-pr_filt","day7_A4.BB25.4","BB25","BB","25","51.5604 N 0.6357 W",2013-08-20
"day7_A4.BB96.1_021216DR515FSAM1-96c-pr_filt","day7_A4.BB96.1","BB96","BB","96","51.5564 N 0.6371 W",2013-08-29
"day7_A4.BB96.2_021216DR515FSAM1-96d-pr_filt","day7_A4.BB96.2","BB96","BB","96","51.5564 N 0.6371 W",2013-08-29
"day7_A4.BB96.3_021216DR515FSAM1-96e-pr_filt","day7_A4.BB96.3","BB96","BB","96","51.5564 N 0.6371 W",2013-08-29
"day7_A4.BB96.4_021216DR515FSAM1-96f-pr_filt","day7_A4.BB96.4","BB96","BB","96","51.5564 N 0.6371 W",2013-08-29
"day7_A4.WF01.1_021216DR515FSAM1-91b-pr_filt","day7_A4.WF01.1","WF01","WF","1","51.4503 N 0.6338 W",2013-10-21
"day7_A4.WF01.2_021216DR515FSAM1-91a-pr_filt","day7_A4.WF01.2","WF01","WF","1","51.4503 N 0.6338 W",2013-10-21
"day7_A4.WF01.3_021216DR515FSAM1-91c-pr_filt","day7_A4.WF01.3","WF01","WF","1","51.4503 N 0.6338 W",2013-10-21
"day7_A4.WiW25.1_021216DR515FSAM1-89a-pr_filt","day7_A4.WiW25.1","WiW25","WiW","25","51.4416 N 0.6004 W",2013-09-18
"day7_A4.WiW25.2_021216DR515FSAM1-89b-pr_filt","day7_A4.WiW25.2","WiW25","WiW","25","51.4416 N 0.6004 W",2013-09-18
"day7_A4.WiW25.3_021216DR515FSAM1-89c-pr_filt","day7_A4.WiW25.3","WiW25","WiW","25","51.4416 N 0.6004 W",2013-09-18
"day7_A4.WiW25.4_021216DR515FSAM1-42-pr_filt","day7_A4.WiW25.4","WiW25","WiW","25","51.4416 N 0.6004 W",2013-09-18
"day7_A4.WYT25.4_021216DR515FSAM1-92-pr_filt","day7_A4.WYT25.4","WYT25","WYT","25","51.7694 N 1.3297 W",2013-10-22
"day7_A5.BB57.1_021216DR515FSAM1-96c-pr_filt","day7_A5.BB57.1","BB57","BB","57","51.559 N 0.6295 W",2013-08-29
"day7_A5.BB57.2_021216DR515FSAM1-96d-pr_filt","day7_A5.BB57.2","BB57","BB","57","51.559 N 0.6295 W",2013-08-29
"day7_A5.BB57.3_021216DR515FSAM1-96e-pr_filt","day7_A5.BB57.3","BB57","BB","57","51.559 N 0.6295 W",2013-08-29
"day7_A5.BB57.4_021216DR515FSAM1-96f-pr_filt","day7_A5.BB57.4","BB57","BB","57","51.559 N 0.6295 W",2013-08-29
"day7_A5.WEL01.1_021216DR515FSAM1-88a-pr_filt","day7_A5.WEL01.1","WEL01","WEL","1","50.9459 N 3.2072 W",2013-12-29
"day7_A5.WEL01.2_021216DR515FSAM1-88b-pr_filt","day7_A5.WEL01.2","WEL01","WEL","1","50.9459 N 3.2072 W",2013-12-29
"day7_A5.WEL01.3_021216DR515FSAM1-88c-pr_filt","day7_A5.WEL01.3","WEL01","WEL","1","50.9459 N 3.2072 W",2013-12-29
"day7_A5.WEL01.4_021216DR515FSAM1-88d-pr_filt","day7_A5.WEL01.4","WEL01","WEL","1","50.9459 N 3.2072 W",2013-12-29
"day7_A5.WiW33.1_021216DR515FSAM1-89a-pr_filt","day7_A5.WiW33.1","WiW33","WiW","33","51.4418 N 0.6018 W",2013-09-18
"day7_A5.WiW33.2_021216DR515FSAM1-89b-pr_filt","day7_A5.WiW33.2","WiW33","WiW","33","51.4418 N 0.6018 W",2013-09-18
"day7_A5.WiW33.3_021216DR515FSAM1-89c-pr_filt","day7_A5.WiW33.3","WiW33","WiW","33","51.4418 N 0.6018 W",2013-09-18
"day7_A5.WiW33.4_021216DR515FSAM1-89d-pr_filt","day7_A5.WiW33.4","WiW33","WiW","33","51.4418 N 0.6018 W",2013-09-18
"day7_A5.WYT01.1_021216DR515FSAM1-91b-pr_filt","day7_A5.WYT01.1","WYT01","WYT","1","51.7702 N 1.3293 W",2013-10-16
"day7_A5.WYT01.2_021216DR515FSAM1-91a-pr_filt","day7_A5.WYT01.2","WYT01","WYT","1","51.7702 N 1.3293 W",2013-10-16
"day7_A5.WYT01.3_021216DR515FSAM1-91c-pr_filt","day7_A5.WYT01.3","WYT01","WYT","1","51.7702 N 1.3293 W",2013-10-16
"day7_A5.WYT33.4_021216DR515FSAM1-92-pr_filt","day7_A5.WYT33.4","WYT33","WYT","33","51.769 N 1.3293 W",2013-10-22
"day7_A6.CHE05.1_021216DR515FSAM1-96c-pr_filt","day7_A6.CHE05.1","CHE05","CHE","5","50.9252 N 3.4739 W",2013-12-28
"day7_A6.CHE05.2_021216DR515FSAM1-96d-pr_filt","day7_A6.CHE05.2","CHE05","CHE","5","50.9252 N 3.4739 W",2013-12-28
"day7_A6.CHE05.3_021216DR515FSAM1-26-pr_filt","day7_A6.CHE05.3","CHE05","CHE","5","50.9252 N 3.4739 W",2013-12-28
"day7_A6.CHE05.4_021216DR515FSAM1-96f-pr_filt","day7_A6.CHE05.4","CHE05","CHE","5","50.9252 N 3.4739 W",2013-12-28
"day7_A6.WEL09.1_021216DR515FSAM1-88a-pr_filt","day7_A6.WEL09.1","WEL09","WEL","9","50.9466 N 3.2077 W",2013-12-29
"day7_A6.WEL09.2_021216DR515FSAM1-88b-pr_filt","day7_A6.WEL09.2","WEL09","WEL","9","50.9466 N 3.2077 W",2013-12-29
"day7_A6.WEL09.3_021216DR515FSAM1-24-pr_filt","day7_A6.WEL09.3","WEL09","WEL","9","50.9466 N 3.2077 W",2013-12-29
"day7_A6.WEL09.4_021216DR515FSAM1-88d-pr_filt","day7_A6.WEL09.4","WEL09","WEL","9","50.9466 N 3.2077 W",2013-12-29
"day7_A6.WiW41.1_021216DR515FSAM1-89a-pr_filt","day7_A6.WiW41.1","WiW41","WiW","41","51.4427 N 0.6017 W",2013-09-18
"day7_A6.WiW41.2_021216DR515FSAM1-89b-pr_filt","day7_A6.WiW41.2","WiW41","WiW","41","51.4427 N 0.6017 W",2013-09-18
"day7_A6.WiW41.3_021216DR515FSAM1-42-pr_filt","day7_A6.WiW41.3","WiW41","WiW","41","51.4427 N 0.6017 W",2013-09-18
"day7_A6.WiW41.4_021216DR515FSAM1-89d-pr_filt","day7_A6.WiW41.4","WiW41","WiW","41","51.4427 N 0.6017 W",2013-09-18
"day7_A6.WYT09.1_021216DR515FSAM1-91b-pr_filt","day7_A6.WYT09.1","WYT09","WYT","9","51.7693 N 1.3293 W",2013-10-16
"day7_A6.WYT09.2_021216DR515FSAM1-91a-pr_filt","day7_A6.WYT09.2","WYT09","WYT","9","51.7693 N 1.3293 W",2013-10-16
"day7_A6.WYT09.3_021216DR515FSAM1-91c-pr_filt","day7_A6.WYT09.3","WYT09","WYT","9","51.7693 N 1.3293 W",2013-10-16
"day7_A6.WYT41.4_021216DR515FSAM1-92-pr_filt","day7_A6.WYT41.4","WYT41","WYT","41","51.7687 N 1.3291 W",2013-10-22
"day7_A7.WEL17.1_021216DR515FSAM1-88a-pr_filt","day7_A7.WEL17.1","WEL17","WEL","17","50.9454 N 3.2104 W",2013-12-29
"day7_A7.WEL17.2_021216DR515FSAM1-88b-pr_filt","day7_A7.WEL17.2","WEL17","WEL","17","50.9454 N 3.2104 W",2013-12-29
"day7_A7.WEL17.3_021216DR515FSAM1-88c-pr_filt","day7_A7.WEL17.3","WEL17","WEL","17","50.9454 N 3.2104 W",2013-12-29
"day7_A7.WEL17.4_021216DR515FSAM1-88d-pr_filt","day7_A7.WEL17.4","WEL17","WEL","17","50.9454 N 3.2104 W",2013-12-29
"day7_A7.WiW49.1_021216DR515FSAM1-89a-pr_filt","day7_A7.WiW49.1","WiW49","WiW","49","51.43 N 0.5944 W",2013-09-18
"day7_A7.WiW49.2_021216DR515FSAM1-89b-pr_filt","day7_A7.WiW49.2","WiW49","WiW","49","51.43 N 0.5944 W",2013-09-18
"day7_A7.WiW49.3_021216DR515FSAM1-89c-pr_filt","day7_A7.WiW49.3","WiW49","WiW","49","51.43 N 0.5944 W",2013-09-18
"day7_A7.WiW49.4_021216DR515FSAM1-89d-pr_filt","day7_A7.WiW49.4","WiW49","WiW","49","51.43 N 0.5944 W",2013-09-18
"day7_A7.WYT12.1_021216DR515FSAM1-96c-pr_filt","day7_A7.WYT12.1","WYT12","WYT","12","51.7673 N 1.3299 W",2013-10-16
