sampleid,parent,replicate,replicate.partition,partition,Location,Time
WYT08.1,WYT08,1,1.1,1,WythamWoods,Final
WYT08.2,WYT08,2,2.1,1,WythamWoods,Final
WYT08.3,WYT08,3,3.1,1,WythamWoods,Final
WYT08.4,WYT08,4,4.1,1,WythamWoods,Final
WYT09,WYT09,0,0.3,3,WythamWoods,Starting
WYT09.1,WYT09,1,1.1,1,WythamWoods,Final
WYT09.2,WYT09,2,2.1,1,WythamWoods,Final
WYT09.3,WYT09,3,3.1,1,WythamWoods,Final
WYT09.4,WYT09,4,4.1,1,WythamWoods,Final
WYT10,WYT10,0,0.3,3,WythamWoods,Starting
WYT100,WYT100,0,0.3,3,WythamWoods,Starting
WYT101,WYT101,0,0.1,1,WythamWoods,Starting
WYT10.1,WYT10,1,1.1,1,WythamWoods,Final
WYT102,WYT102,0,0.5,5,WythamWoods,Starting
WYT10.2,WYT10,2,2.1,1,WythamWoods,Final
WYT103,WYT103,0,0.3,3,WythamWoods,Starting
WYT10.3,WYT10,3,3.1,1,WythamWoods,Final
WYT104,WYT104,0,0.5,5,WythamWoods,Starting
WYT10.4,WYT10,4,4.1,1,WythamWoods,Final
WYT105,WYT105,0,0.3,3,WythamWoods,Starting
WYT106,WYT106,0,0.5,5,WythamWoods,Starting
WYT107,WYT107,0,0.3,3,WythamWoods,Starting
WYT108,WYT108,0,0.4,4,WythamWoods,Starting
WYT109,WYT109,0,0.4,4,WythamWoods,Starting
WYT110,WYT110,0,0.3,3,WythamWoods,Starting
WYT111,WYT111,0,0.3,3,WythamWoods,Starting
WYT112,WYT112,0,0.3,3,WythamWoods,Starting
WYT113,WYT113,0,0.5,5,WythamWoods,Starting
WYT114,WYT114,0,0.3,3,WythamWoods,Starting
WYT115,WYT115,0,0.5,5,WythamWoods,Starting
WYT13,WYT13,0,0.3,3,WythamWoods,Starting
WYT13.1,WYT13,1,1.1,1,WythamWoods,Final
WYT13.2,WYT13,2,2.1,1,WythamWoods,Final
WYT13.3,WYT13,3,3.1,1,WythamWoods,Final
WYT13.4,WYT13,4,4.1,1,WythamWoods,Final
WYT14,WYT14,0,0.3,3,WythamWoods,Starting
WYT14.1,WYT14,1,1.1,1,WythamWoods,Final
WYT14.2,WYT14,2,2.1,1,WythamWoods,Final
WYT14.3,WYT14,3,3.1,1,WythamWoods,Final
WYT14.4,WYT14,4,4.1,1,WythamWoods,Final
WYT15,WYT15,0,0.3,3,WythamWoods,Starting
WYT15.1,WYT15,1,1.1,1,WythamWoods,Final
WYT15.2,WYT15,2,2.1,1,WythamWoods,Final
WYT15.3,WYT15,3,3.1,1,WythamWoods,Final
WYT15.4,WYT15,4,4.1,1,WythamWoods,Final
WYT16,WYT16,0,0.1,1,WythamWoods,Starting
WYT16.1,WYT16,1,1.1,1,WythamWoods,Final
WYT16.2,WYT16,2,2.1,1,WythamWoods,Final
WYT16.3,WYT16,3,3.1,1,WythamWoods,Final
WYT16.4,WYT16,4,4.1,1,WythamWoods,Final
WYT17,WYT17,0,0.3,3,WythamWoods,Starting
WYT17.1,WYT17,1,1.1,1,WythamWoods,Final
WYT17.2,WYT17,2,2.1,1,WythamWoods,Final
WYT17.3,WYT17,3,3.1,1,WythamWoods,Final
WYT17.4,WYT17,4,4.1,1,WythamWoods,Final
WYT19,WYT19,0,0.5,5,WythamWoods,Starting
WYT19.1,WYT19,1,1.1,1,WythamWoods,Final
WYT19.2,WYT19,2,2.1,1,WythamWoods,Final
WYT19.3,WYT19,3,3.1,1,WythamWoods,Final
WYT19.4,WYT19,4,4.1,1,WythamWoods,Final
WYT20,WYT20,0,0.1,1,WythamWoods,Starting
WYT20.1,WYT20,1,1.1,1,WythamWoods,Final
WYT20.2,WYT20,2,2.1,1,WythamWoods,Final
WYT20.3,WYT20,3,3.1,1,WythamWoods,Final
WYT20.4,WYT20,4,4.1,1,WythamWoods,Final
WYT21,WYT21,0,0.3,3,WythamWoods,Starting
WYT21.1,WYT21,1,1.1,1,WythamWoods,Final
WYT21.2,WYT21,2,2.1,1,WythamWoods,Final
WYT21.3,WYT21,3,3.1,1,WythamWoods,Final
WYT21.4,WYT21,4,4.1,1,WythamWoods,Final
WYT22,WYT22,0,0.1,1,WythamWoods,Starting
WYT22.1,WYT22,1,1.1,1,WythamWoods,Final
WYT22.2,WYT22,2,2.1,1,WythamWoods,Final
WYT22.3,WYT22,3,3.1,1,WythamWoods,Final
WYT22.4,WYT22,4,4.1,1,WythamWoods,Final
WYT23,WYT23,0,0.1,1,WythamWoods,Starting
WYT23.1,WYT23,1,1.1,1,WythamWoods,Final
WYT23.2,WYT23,2,2.1,1,WythamWoods,Final
WYT23.3,WYT23,3,3.1,1,WythamWoods,Final
WYT23.4,WYT23,4,4.1,1,WythamWoods,Final
WYT24,WYT24,0,0.3,3,WythamWoods,Starting
WYT24.1,WYT24,1,1.1,1,WythamWoods,Final
WYT24.2,WYT24,2,2.1,1,WythamWoods,Final
WYT24.3,WYT24,3,3.1,1,WythamWoods,Final
WYT24.4,WYT24,4,4.1,1,WythamWoods,Final
WYT25,WYT25,0,0.1,1,WythamWoods,Starting
WYT25.1,WYT25,1,1.1,1,WythamWoods,Final
WYT25.2,WYT25,2,2.1,1,WythamWoods,Final
WYT25.3,WYT25,3,3.1,1,WythamWoods,Final
WYT25.4,WYT25,4,4.1,1,WythamWoods,Final
WYT26,WYT26,0,0.3,3,WythamWoods,Starting
WYT26.1,WYT26,1,1.1,1,WythamWoods,Final
WYT26.2,WYT26,2,2.1,1,WythamWoods,Final
WYT26.3,WYT26,3,3.1,1,WythamWoods,Final
WYT26.4,WYT26,4,4.1,1,WythamWoods,Final
WYT27,WYT27,0,0.3,3,WythamWoods,Starting
WYT27.1,WYT27,1,1.2,2,WythamWoods,Final
WYT27.2,WYT27,2,2.1,1,WythamWoods,Final
WYT27.3,WYT27,3,3.1,1,WythamWoods,Final
WYT27.4,WYT27,4,4.1,1,WythamWoods,Final
WYT28,WYT28,0,0.1,1,WythamWoods,Starting
WYT28.1,WYT28,1,1.2,2,WythamWoods,Final
WYT28.2,WYT28,2,2.1,1,WythamWoods,Final
WYT28.3,WYT28,3,3.1,1,WythamWoods,Final
WYT28.4,WYT28,4,4.1,1,WythamWoods,Final
WYT29,WYT29,0,0.3,3,WythamWoods,Starting
WYT29.1,WYT29,1,1.2,2,WythamWoods,Final
WYT29.2,WYT29,2,2.1,1,WythamWoods,Final
WYT29.3,WYT29,3,3.2,2,WythamWoods,Final
WYT29.4,WYT29,4,4.1,1,WythamWoods,Final
WYT30,WYT30,0,0.5,5,WythamWoods,Starting
WYT30.1,WYT30,1,1.1,1,WythamWoods,Final
WYT30.2,WYT30,2,2.1,1,WythamWoods,Final
WYT30.3,WYT30,3,3.1,1,WythamWoods,Final
WYT30.4,WYT30,4,4.1,1,WythamWoods,Final
WYT31,WYT31,0,0.5,5,WythamWoods,Starting
WYT31.1,WYT31,1,1.1,1,WythamWoods,Final
WYT31.2,WYT31,2,2.1,1,WythamWoods,Final
WYT31.3,WYT31,3,3.1,1,WythamWoods,Final
WYT31.4,WYT31,4,4.1,1,WythamWoods,Final
WYT32,WYT32,0,0.3,3,WythamWoods,Starting
WYT32.1,WYT32,1,1.1,1,WythamWoods,Final
WYT32.2,WYT32,2,2.1,1,WythamWoods,Final
WYT32.3,WYT32,3,3.1,1,WythamWoods,Final
WYT32.4,WYT32,4,4.1,1,WythamWoods,Final
WYT33,WYT33,0,0.1,1,WythamWoods,Starting
WYT33.1,WYT33,1,1.1,1,WythamWoods,Final
WYT33.2,WYT33,2,2.1,1,WythamWoods,Final
WYT33.3,WYT33,3,3.1,1,WythamWoods,Final
WYT33.4,WYT33,4,4.1,1,WythamWoods,Final
WYT34,WYT34,0,0.3,3,WythamWoods,Starting
WYT34.1,WYT34,1,1.1,1,WythamWoods,Final
WYT34.2,WYT34,2,2.1,1,WythamWoods,Final
WYT34.3,WYT34,3,3.1,1,WythamWoods,Final
WYT34.4,WYT34,4,4.1,1,WythamWoods,Final
WYT36,WYT36,0,0.1,1,WythamWoods,Starting
WYT36.1,WYT36,1,1.1,1,WythamWoods,Final
WYT36.2,WYT36,2,2.1,1,WythamWoods,Final
WYT36.3,WYT36,3,3.1,1,WythamWoods,Final
WYT36.4,WYT36,4,4.1,1,WythamWoods,Final
WYT37,WYT37,0,0.5,5,WythamWoods,Starting
WYT37.1,WYT37,1,1.1,1,WythamWoods,Final
WYT37.2,WYT37,2,2.1,1,WythamWoods,Final
WYT37.3,WYT37,3,3.1,1,WythamWoods,Final
WYT37.4,WYT37,4,4.1,1,WythamWoods,Final
WYT38,WYT38,0,0.1,1,WythamWoods,Starting
WYT38.1,WYT38,1,1.1,1,WythamWoods,Final
WYT38.2,WYT38,2,2.1,1,WythamWoods,Final
WYT38.3,WYT38,3,3.1,1,WythamWoods,Final
WYT38.4,WYT38,4,4.1,1,WythamWoods,Final
WYT39,WYT39,0,0.5,5,WythamWoods,Starting
WYT39.1,WYT39,1,1.1,1,WythamWoods,Final
WYT39.2,WYT39,2,2.1,1,WythamWoods,Final
WYT39.3,WYT39,3,3.1,1,WythamWoods,Final
WYT39.4,WYT39,4,4.1,1,WythamWoods,Final
WYT40,WYT40,0,0.3,3,WythamWoods,Starting
WYT40.1,WYT40,1,1.1,1,WythamWoods,Final
WYT40.2,WYT40,2,2.1,1,WythamWoods,Final
WYT40.3,WYT40,3,3.1,1,WythamWoods,Final
WYT40.4,WYT40,4,4.1,1,WythamWoods,Final
WYT41,WYT41,0,0.3,3,WythamWoods,Starting
WYT41.1,WYT41,1,1.1,1,WythamWoods,Final
WYT41.2,WYT41,2,2.1,1,WythamWoods,Final
WYT41.3,WYT41,3,3.1,1,WythamWoods,Final
WYT41.4,WYT41,4,4.1,1,WythamWoods,Final
WYT42,WYT42,0,0.3,3,WythamWoods,Starting
WYT42.1,WYT42,1,1.1,1,WythamWoods,Final
WYT42.2,WYT42,2,2.1,1,WythamWoods,Final
WYT42.3,WYT42,3,3.1,1,WythamWoods,Final
WYT42.4,WYT42,4,4.1,1,WythamWoods,Final
WYT43,WYT43,0,0.3,3,WythamWoods,Starting
WYT43.1,WYT43,1,1.1,1,WythamWoods,Final
WYT43.2,WYT43,2,2.1,1,WythamWoods,Final
WYT43.3,WYT43,3,3.1,1,WythamWoods,Final
WYT43.4,WYT43,4,4.1,1,WythamWoods,Final
WYT44,WYT44,0,0.3,3,WythamWoods,Starting
WYT44.1,WYT44,1,1.1,1,WythamWoods,Final
WYT44.2,WYT44,2,2.1,1,WythamWoods,Final
WYT44.3,WYT44,3,3.1,1,WythamWoods,Final
WYT44.4,WYT44,4,4.1,1,WythamWoods,Final
WYT45,WYT45,0,0.3,3,WythamWoods,Starting
WYT45.1,WYT45,1,1.1,1,WythamWoods,Final
WYT45.2,WYT45,2,2.1,1,WythamWoods,Final
WYT45.3,WYT45,3,3.1,1,WythamWoods,Final
WYT45.4,WYT45,4,4.1,1,WythamWoods,Final
WYT46,WYT46,0,0.3,3,WythamWoods,Starting
WYT46.1,WYT46,1,1.1,1,WythamWoods,Final
WYT46.2,WYT46,2,2.1,1,WythamWoods,Final
WYT46.3,WYT46,3,3.1,1,WythamWoods,Final
WYT46.4,WYT46,4,4.1,1,WythamWoods,Final
WYT47,WYT47,0,0.3,3,WythamWoods,Starting
WYT47.1,WYT47,1,1.1,1,WythamWoods,Final
WYT47.2,WYT47,2,2.1,1,WythamWoods,Final
WYT47.3,WYT47,3,3.1,1,WythamWoods,Final
WYT47.4,WYT47,4,4.1,1,WythamWoods,Final
WYT48,WYT48,0,0.3,3,WythamWoods,Starting
WYT48.1,WYT48,1,1.1,1,WythamWoods,Final
WYT48.2,WYT48,2,2.1,1,WythamWoods,Final
WYT48.3,WYT48,3,3.1,1,WythamWoods,Final
WYT48.4,WYT48,4,4.1,1,WythamWoods,Final
WYT49,WYT49,0,0.3,3,WythamWoods,Starting
WYT49.1,WYT49,1,1.1,1,WythamWoods,Final
WYT49.2,WYT49,2,2.1,1,WythamWoods,Final
WYT49.3,WYT49,3,3.1,1,WythamWoods,Final
WYT49.4,WYT49,4,4.1,1,WythamWoods,Final
WYT50,WYT50,0,0.1,1,WythamWoods,Starting
WYT50.1,WYT50,1,1.1,1,WythamWoods,Final
WYT50.2,WYT50,2,2.1,1,WythamWoods,Final
WYT50.3,WYT50,3,3.1,1,WythamWoods,Final
WYT50.4,WYT50,4,4.1,1,WythamWoods,Final
WYT51,WYT51,0,0.3,3,WythamWoods,Starting
WYT51.1,WYT51,1,1.1,1,WythamWoods,Final
WYT51.2,WYT51,2,2.1,1,WythamWoods,Final
WYT51.3,WYT51,3,3.1,1,WythamWoods,Final
WYT51.4,WYT51,4,4.1,1,WythamWoods,Final
WYT52,WYT52,0,0.3,3,WythamWoods,Starting
WYT52.1,WYT52,1,1.1,1,WythamWoods,Final
WYT52.2,WYT52,2,2.1,1,WythamWoods,Final
WYT52.3,WYT52,3,3.1,1,WythamWoods,Final
WYT52.4,WYT52,4,4.1,1,WythamWoods,Final
WYT53,WYT53,0,0.3,3,WythamWoods,Starting
WYT53.1,WYT53,1,1.1,1,WythamWoods,Final
WYT53.2,WYT53,2,2.1,1,WythamWoods,Final
WYT53.3,WYT53,3,3.1,1,WythamWoods,Final
WYT53.4,WYT53,4,4.1,1,WythamWoods,Final
WYT54,WYT54,0,0.3,3,WythamWoods,Starting
WYT54.1,WYT54,1,1.1,1,WythamWoods,Final
WYT54.2,WYT54,2,2.1,1,WythamWoods,Final
WYT54.3,WYT54,3,3.1,1,WythamWoods,Final
WYT54.4,WYT54,4,4.1,1,WythamWoods,Final
WYT55,WYT55,0,0.3,3,WythamWoods,Starting
WYT55.1,WYT55,1,1.1,1,WythamWoods,Final
WYT55.2,WYT55,2,2.1,1,WythamWoods,Final
WYT55.3,WYT55,3,3.1,1,WythamWoods,Final
WYT55.4,WYT55,4,4.1,1,WythamWoods,Final
WYT56,WYT56,0,0.3,3,WythamWoods,Starting
WYT56.1,WYT56,1,1.1,1,WythamWoods,Final
WYT56.2,WYT56,2,2.1,1,WythamWoods,Final
WYT56.3,WYT56,3,3.1,1,WythamWoods,Final
WYT56.4,WYT56,4,4.1,1,WythamWoods,Final
WYT57,WYT57,0,0.3,3,WythamWoods,Starting
WYT57.1,WYT57,1,1.1,1,WythamWoods,Final
WYT57.2,WYT57,2,2.1,1,WythamWoods,Final
WYT57.3,WYT57,3,3.1,1,WythamWoods,Final
WYT57.4,WYT57,4,4.1,1,WythamWoods,Final
WYT58,WYT58,0,0.3,3,WythamWoods,Starting
WYT58.1,WYT58,1,1.1,1,WythamWoods,Final
WYT58.2,WYT58,2,2.1,1,WythamWoods,Final
WYT58.3,WYT58,3,3.1,1,WythamWoods,Final
WYT58.4,WYT58,4,4.1,1,WythamWoods,Final
WYT59,WYT59,0,0.3,3,WythamWoods,Starting
WYT59.1,WYT59,1,1.1,1,WythamWoods,Final
WYT59.2,WYT59,2,2.1,1,WythamWoods,Final
WYT59.3,WYT59,3,3.1,1,WythamWoods,Final
WYT59.4,WYT59,4,4.1,1,WythamWoods,Final
WYT60,WYT60,0,0.3,3,WythamWoods,Starting
WYT60.1,WYT60,1,1.1,1,WythamWoods,Final
WYT60.2,WYT60,2,2.1,1,WythamWoods,Final
WYT60.3,WYT60,3,3.1,1,WythamWoods,Final
WYT60.4,WYT60,4,4.1,1,WythamWoods,Final
WYT61,WYT61,0,0.3,3,WythamWoods,Starting
WYT61.1,WYT61,1,1.1,1,WythamWoods,Final
WYT61.2,WYT61,2,2.1,1,WythamWoods,Final
WYT61.3,WYT61,3,3.1,1,WythamWoods,Final
WYT61.4,WYT61,4,4.1,1,WythamWoods,Final
WYT62,WYT62,0,0.3,3,WythamWoods,Starting
WYT64,WYT64,0,0.5,5,WythamWoods,Starting
WYT65,WYT65,0,0.1,1,WythamWoods,Starting
WYT66,WYT66,0,0.5,5,WythamWoods,Starting
WYT67,WYT67,0,0.3,3,WythamWoods,Starting
WYT69,WYT69,0,0.5,5,WythamWoods,Starting
WYT71,WYT71,0,0.3,3,WythamWoods,Starting
WYT72,WYT72,0,0.3,3,WythamWoods,Starting
WYT73,WYT73,0,0.3,3,WythamWoods,Starting
WYT74,WYT74,0,0.5,5,WythamWoods,Starting
WYT75,WYT75,0,0.5,5,WythamWoods,Starting
WYT76,WYT76,0,0.3,3,WythamWoods,Starting
WYT77,WYT77,0,0.3,3,WythamWoods,Starting
WYT78,WYT78,0,0.3,3,WythamWoods,Starting
WYT79,WYT79,0,0.1,1,WythamWoods,Starting
WYT80,WYT80,0,0.5,5,WythamWoods,Starting
WYT81,WYT81,0,0.3,3,WythamWoods,Starting
WYT82,WYT82,0,0.3,3,WythamWoods,Starting
WYT83,WYT83,0,0.3,3,WythamWoods,Starting
WYT84,WYT84,0,0.3,3,WythamWoods,Starting
WYT85,WYT85,0,0.5,5,WythamWoods,Starting
WYT86,WYT86,0,0.1,1,WythamWoods,Starting
WYT88,WYT88,0,0.5,5,WythamWoods,Starting
WYT89,WYT89,0,0.5,5,WythamWoods,Starting
WYT90,WYT90,0,0.5,5,WythamWoods,Starting
WYT91,WYT91,0,0.5,5,WythamWoods,Starting
WYT92,WYT92,0,0.1,1,WythamWoods,Starting
WYT93,WYT93,0,0.5,5,WythamWoods,Starting
WYT96,WYT96,0,0.1,1,WythamWoods,Starting
WYT97,WYT97,0,0.3,3,WythamWoods,Starting
WYT99,WYT99,0,0.3,3,WythamWoods,Starting
