id.DminToC	id.DminToBdC2.1	id.DminToBdC2.2	id.minDistToBd	id.class.minDistToBd	Class
Centroid2.2	BB30.2	SAC07.2	SAC07.2	C2	2
Centroid2.2	WYM39.2	BB06.2	BB06.2	C2	none
Centroid2.2	BB100.2	AE116.2	AE116.2	C2	2
Centroid2.2	WYM39.2	BB06.2	BB06.2	C2	2
Centroid2.2	BB30.2	SAC12.2	SAC12.2	C2	2
Centroid2.1	BB30.2	SAC12.2	SAC12.2	C2	2
Centroid2.2	WYC42.2	SAC14.2	SAC14.2	C2	2
Centroid2.1	WYM39.2	SAC15.2	SAC15.2	C2	2
Centroid2.2	BB30.2	SAC07.2	SAC07.2	C2	2
Centroid2.2	BB40.2	BB28.2	BB28.2	C2	2
Centroid2.2	BB30.2	SAC12.2	BB30.2	C1	2
Centroid2.2	BB100.2	AE116.2	AE116.2	C2	2
Centroid2.2	WYM39.2	BB06.2	BB06.2	C2	2
Centroid2.2	WYM39.2	BB06.2	BB06.2	C2	2
Centroid2.1	WYM39.2	BB06.2	BB06.2	C2	2
Centroid2.2	WYM39.2	BB06.2	BB06.2	C2	2
Centroid2.2	BB30.2	SAC12.2	SAC12.2	C2	2
Centroid2.1	WYM39.2	BB06.2	WYM39.2	C1	2
Centroid2.2	BB30.2	WEL08.2	WEL08.2	C2	2
Centroid2.2	BB30.2	SAC12.2	BB30.2	C1	2
Centroid2.2	BB40.2	BB28.2	BB28.2	C2	2
Centroid2.2	BB40.2	BB28.2	BB28.2	C2	2
Centroid2.2	BB40.2	PH19.2	PH19.2	C2	2
Centroid2.2	BB30.2	SAC12.2	BB30.2	C1	2
Centroid2.2	WYM39.2	PH14.2	PH14.2	C2	2
Centroid2.2	WYM39.2	BB06.2	WYM39.2	C1	2
Centroid2.2	BB30.2	SAC12.2	BB30.2	C1	2
Centroid2.2	BB40.2	BB28.2	BB28.2	C2	2
Centroid2.1	BB30.2	SAC12.2	BB30.2	C1	2
Centroid2.2	BB30.2	WEL08.2	WEL08.2	C2	2
Centroid2.2	WYM39.2	WEL08.2	WEL08.2	C2	2
Centroid2.2	BB40.2	BB28.2	BB28.2	C2	2
Centroid2.1	WiW53.2	WEL26.2	WEL26.2	C2	2
Centroid2.1	WYT22.2	BB16.2	WYT22.2	C1	1
Centroid2.1	AE98.2	WiW18.2	AE98.2	C1	1
Centroid2.1	WYT40.2	BWd02.2	WYT40.2	C1	1
Centroid2.1	AE75.2	WEL19.2	AE75.2	C1	1
Centroid2.1	WYT12.2	BB16.2	WYT12.2	C1	1
Centroid2.1	WYT63.2	WEL19.2	WYT63.2	C1	1
Centroid2.1	AE107.2	WEL19.2	AE107.2	C1	1
Centroid2.1	WiW02.2	BB61.2	WiW02.2	C1	1
Centroid2.1	WiW03.2	WiW18.2	WiW03.2	C1	1
Centroid2.1	WiW05.2	WiW18.2	WiW05.2	C1	1
Centroid2.1	WiW05.2	BWd02.2	WiW05.2	C1	1
Centroid2.1	WiW06.2	BB16.2	WiW06.2	C1	1
Centroid2.1	BB100.2	AE116.2	BB100.2	C1	1
Centroid2.1	WYT56.2	CHE04.2	WYT56.2	C1	1
Centroid2.1	WiW22.2	WiW18.2	WiW22.2	C1	1
Centroid2.1	WYM02.2	WP12.2	WYM02.2	C1	1
Centroid2.1	LW09.2	BB26.2	LW09.2	C1	1
Centroid2.1	WiW14.2	WiW18.2	WiW14.2	C1	1
Centroid2.1	WiW15.2	CHE04.2	WiW15.2	C1	1
Centroid2.1	WiW20.2	WiW18.2	WiW20.2	C1	1
Centroid2.1	WiW17.2	BB16.2	WiW17.2	C1	1
Centroid2.1	WYM39.2	BB06.2	WYM39.2	C1	none
Centroid2.1	WiW19.2	WiW18.2	WiW19.2	C1	1
Centroid2.1	WiW20.2	CHE13.2	WiW20.2	C1	1
Centroid2.1	WiW21.2	BB16.2	WiW21.2	C1	1
Centroid2.1	WiW23.2	WEL02.2	WiW23.2	C1	1
Centroid2.1	WiW24.2	BB20.2	WiW24.2	C1	1
Centroid2.1	WiW25.2	BWd02.2	WiW25.2	C1	1
Centroid2.1	WiW26.2	WYT32.2	WiW26.2	C1	1
Centroid2.1	BB19.2	BB16.2	BB19.2	C1	1
Centroid2.1	WiW28.2	BB16.2	WiW28.2	C1	1
Centroid2.1	WiW29.2	WiW18.2	WiW29.2	C1	1
Centroid2.1	WiW30.2	BB21.2	WiW30.2	C1	none
Centroid2.1	WiW31.2	BB16.2	WiW31.2	C1	1
Centroid2.1	WYT95.2	BB16.2	WYT95.2	C1	1
Centroid2.1	WiW33.2	BWd02.2	WiW33.2	C1	1
Centroid2.1	WiW34.2	PH14.2	WiW34.2	C1	1
Centroid2.1	WiW36.2	WEL19.2	WiW36.2	C1	1
Centroid2.1	WiW37.2	WEL19.2	WiW37.2	C1	1
Centroid2.1	WiW38.2	WiW18.2	WiW38.2	C1	1
Centroid2.1	LW01.2	WEL19.2	LW01.2	C1	1
Centroid2.1	WP07.2	WP08.2	WP07.2	C1	none
Centroid2.1	WiW43.2	WiW18.2	WiW43.2	C1	none
Centroid2.1	WiW44.2	WiW18.2	WiW44.2	C1	none
Centroid2.1	WiW45.2	WiW18.2	WiW45.2	C1	none
Centroid2.1	WiW46.2	BB18.2	WiW46.2	C1	none
Centroid2.1	WiW37.2	BB26.2	WiW37.2	C1	none
Centroid2.1	WiW48.2	WiW18.2	WiW48.2	C1	none
Centroid2.1	WYT15.2	AE116.2	WYT15.2	C1	1
Centroid2.1	WiW50.2	WiW18.2	WiW50.2	C1	1
Centroid2.1	WiW51.2	BB26.2	WiW51.2	C1	1
Centroid2.1	WiW52.2	BB16.2	WiW52.2	C1	1
Centroid2.1	WiW53.2	WEL26.2	WEL26.2	C2	1
Centroid2.1	WiW54.2	PH02.2	WiW54.2	C1	1
Centroid2.1	WiW55.2	BB16.2	WiW55.2	C1	1
Centroid2.1	WiW56.2	BB61.2	WiW56.2	C1	1
Centroid2.1	WiW28.2	BB06.2	WiW28.2	C1	1
Centroid2.1	WP01.2	BB16.2	WP01.2	C1	1
Centroid2.1	LW02.2	WEL19.2	LW02.2	C1	1
Centroid2.1	WYT18.2	WEL19.2	WYT18.2	C1	1
Centroid2.1	AE12.2	WEL08.2	AE12.2	C1	1
Centroid2.1	WiW31.2	CHE12.2	WiW31.2	C1	1
Centroid2.1	WP06.2	BWd02.2	WP06.2	C1	1
Centroid2.1	WYM39.2	BB06.2	WYM39.2	C1	1
Centroid2.1	WYM02.2	WEL19.2	WYM02.2	C1	1
Centroid2.1	WP11.2	WP12.2	WP11.2	C1	1
Centroid2.1	WYM39.2	BB06.2	WYM39.2	C1	2
Centroid2.2	BB30.2	WP13.2	WP13.2	C2	2
Centroid2.2	BB100.2	AE116.2	AE116.2	C2	none
Centroid2.2	WYM39.2	BB06.2	BB06.2	C2	2
Centroid2.1	WYM39.2	BB06.2	BB06.2	C2	2
Centroid2.2	BB12.2	BB06.2	BB12.2	C1	1
Centroid2.1	OWW09.2	BWd02.2	OWW09.2	C1	1
Centroid2.1	WYM39.2	BB06.2	WYM39.2	C1	1
Centroid2.1	OWW09.2	BB06.2	OWW09.2	C1	1
Centroid2.1	OWW09.2	BB06.2	OWW09.2	C1	1
Centroid2.1	LW02.2	WEL19.2	LW02.2	C1	1
Centroid2.1	WYM27.2	BB61.2	WYM27.2	C1	1
Centroid2.1	WYM39.2	BB06.2	WYM39.2	C1	1
Centroid2.1	WYM27.2	BB61.2	WYM27.2	C1	1
Centroid2.1	WYM29.2	BB32.2	WYM29.2	C1	1
Centroid2.1	OWW09.2	BB06.2	OWW09.2	C1	1
Centroid2.1	OWW09.2	BB06.2	OWW09.2	C1	1
Centroid2.1	AE12.2	WEL19.2	AE12.2	C1	1
Centroid2.1	OWW02.2	WiW18.2	OWW02.2	C1	1
Centroid2.1	OWW03.2	BB21.2	OWW03.2	C1	1
Centroid2.1	OWW04.2	WP12.2	OWW04.2	C1	1
Centroid2.1	OWW05.2	BWd02.2	OWW05.2	C1	1
Centroid2.1	OWW06.2	BB61.2	OWW06.2	C1	1
Centroid2.1	OWW07.2	WiW18.2	OWW07.2	C1	1
Centroid2.1	OWW08.2	WiW18.2	OWW08.2	C1	1
Centroid2.1	AE101.2	BB32.2	AE101.2	C1	1
Centroid2.1	OWW01.2	BWd02.2	OWW01.2	C1	1
Centroid2.2	WYM39.2	BB06.2	BB06.2	C2	1
Centroid2.1	OWW13.2	BWd02.2	OWW13.2	C1	1
Centroid2.1	WP03.2	BB61.2	WP03.2	C1	1
Centroid2.1	LW12.2	BWd02.2	LW12.2	C1	1
Centroid2.1	WiW44.2	WiW18.2	WiW44.2	C1	1
Centroid2.1	BWd01.2	BB16.2	BWd01.2	C1	1
Centroid2.1	BWd03.2	WEL19.2	BWd03.2	C1	1
Centroid2.1	BWd04.2	WEL19.2	BWd04.2	C1	1
Centroid2.1	BWd05.2	BWd02.2	BWd05.2	C1	1
Centroid2.1	WiW33.2	BWd02.2	WiW33.2	C1	1
Centroid2.1	BWd07.2	WiW18.2	BWd07.2	C1	1
Centroid2.1	WiW22.2	WiW18.2	WiW22.2	C1	1
Centroid2.1	WF01.2	WEL19.2	WF01.2	C1	1
Centroid2.1	WF02.2	BWd02.2	WF02.2	C1	1
Centroid2.1	WF03.2	CHE04.2	WF03.2	C1	1
Centroid2.1	WYT94.2	WEL19.2	WYT94.2	C1	1
Centroid2.1	WF05.2	WiW18.2	WF05.2	C1	1
Centroid2.1	WF06.2	WEL19.2	WF06.2	C1	none
Centroid2.1	WF07.2	WiW18.2	WF07.2	C1	none
Centroid2.1	WYT95.2	BB16.2	WYT95.2	C1	none
Centroid2.1	WYT87.2	WEL19.2	WYT87.2	C1	1
Centroid2.1	WYT02.2	BB16.2	WYT02.2	C1	1
Centroid2.1	WYM02.2	WP12.2	WYM02.2	C1	1
Centroid2.1	WYT05.2	WP12.2	WYT05.2	C1	1
Centroid2.1	WYT06.2	CHE04.2	WYT06.2	C1	1
Centroid2.1	WYM02.2	WP12.2	WYM02.2	C1	1
Centroid2.1	WYT08.2	WiW18.2	WYT08.2	C1	1
Centroid2.1	WYT09.2	WiW18.2	WYT09.2	C1	1
Centroid2.1	WYT10.2	WiW18.2	WYT10.2	C1	1
Centroid2.1	WiW44.2	CHE02.2	WiW44.2	C1	1
Centroid2.1	WiW37.2	PH02.2	WiW37.2	C1	1
Centroid2.1	WYT13.2	BWd02.2	WYT13.2	C1	1
Centroid2.1	WYT14.2	BWd02.2	WYT14.2	C1	1
Centroid2.1	WYT15.2	WiW18.2	WYT15.2	C1	1
Centroid2.1	WYT16.2	CHE04.2	WYT16.2	C1	1
Centroid2.1	WYT17.2	WP12.2	WYT17.2	C1	1
Centroid2.1	AE75.2	BB61.2	AE75.2	C1	1
Centroid2.1	WYT19.2	CHE12.2	WYT19.2	C1	1
Centroid2.1	WYT20.2	BB16.2	WYT20.2	C1	1
Centroid2.1	WYT21.2	BB21.2	WYT21.2	C1	1
Centroid2.1	WYT22.2	WiW18.2	WYT22.2	C1	1
Centroid2.1	WYT23.2	WiW18.2	WYT23.2	C1	1
Centroid2.1	WYT24.2	WiW18.2	WYT24.2	C1	1
Centroid2.1	WYT25.2	BB16.2	WYT25.2	C1	1
Centroid2.1	WYT26.2	CHE04.2	WYT26.2	C1	1
Centroid2.1	WYT27.2	WiW18.2	WYT27.2	C1	1
Centroid2.1	WYT28.2	WEL19.2	WYT28.2	C1	1
Centroid2.1	AE98.2	WiW18.2	AE98.2	C1	1
Centroid2.1	OWW09.2	PH14.2	PH14.2	C2	1
Centroid2.1	OWW09.2	BB06.2	OWW09.2	C1	1
Centroid2.1	WYM39.2	BWd02.2	WYM39.2	C1	1
