sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	Time0D_7D_4M	Time0D_7D	Time0D_7D_matched	ExpCompact	exp.replicate.partition	exp.partition	ancestral.class	Examples	startnone_final_class
E1.IsoMix.AE103.1.Com	StrainMix1Rep1Com1	1	StrainMix	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	20	NA	NA	NA	NA	Rep0.Class20	Class20	1	NA	NA	Evolved	Evolved.Rep0.Class20	Evolved.Class20	4	 Other	Starting communities
E2.IsoMix.BB22.1.Com	StrainMix1Rep1Com2	2	StrainMix	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	21	NA	NA	NA	NA	Rep0.Class21	Class21	1	NA	NA	Evolved	Evolved.Rep0.Class21	Evolved.Class21	3	 Other	Starting communities
E3.IsoMix.SP02.1.Com	StrainMix1Rep1Com3	3	StrainMix	Rep0	no	SP02	SilwoodPark	4M	NA	NA	22	NA	NA	NA	NA	Rep0.Class22	Class22	1	NA	NA	Evolved	Evolved.Rep0.Class22	Evolved.Class22	NA	 Other	Starting communities
E4.IsoMix.SP03.1.Com	StrainMix1Rep1Com4	4	StrainMix	Rep0	no	SP03	SilwoodPark	4M	NA	NA	23	NA	NA	NA	NA	Rep0.Class23	Class23	1	NA	NA	Evolved	Evolved.Rep0.Class23	Evolved.Class23	NA	 Other	Starting communities
E5.IsoMix.SP04.1.Com	StrainMix1Rep1Com5	5	StrainMix	Rep0	no	SP04	SilwoodPark	4M	NA	NA	24	NA	NA	NA	NA	Rep0.Class24	Class24	1	NA	NA	Evolved	Evolved.Rep0.Class24	Evolved.Class24	NA	 Other	Starting communities
E6.IsoMix.WYC41.1.Com	StrainMix1Rep1Com6	6	StrainMix	Rep0	no	WYC41	WythamWoods	4M	NA	NA	24	NA	NA	NA	NA	Rep0.Class24	Class24	1	NA	NA	Evolved	Evolved.Rep0.Class24	Evolved.Class24	3	 Other	Starting communities
E7.IsoMix.WYC42.1.Com	StrainMix1Rep1Com7	7	StrainMix	Rep0	no	WYC42	WythamWoods	4M	NA	NA	25	NA	NA	NA	NA	Rep0.Class25	Class25	1	NA	NA	Evolved	Evolved.Rep0.Class25	Evolved.Class25	3	 Other	Starting communities
E8.IsoMix.WYM25.1.Com	StrainMix1Rep1Com8	8	StrainMix	Rep0	no	WYM25	WythamWoods	4M	NA	NA	25	NA	NA	NA	NA	Rep0.Class25	Class25	1	NA	NA	Evolved	Evolved.Rep0.Class25	Evolved.Class25	3	 Other	Starting communities
F1.IsoMix.AE103.2.Com	StrainMixRep2Com1	1	StrainMix	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	26	NA	NA	NA	NA	Rep0.Class26	Class26	1	NA	NA	Evolved	Evolved.Rep0.Class26	Evolved.Class26	4	 Other	Starting communities
F2.IsoMix.BB22.2.Com	StrainMixRep2Com2	2	StrainMix	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	27	NA	NA	NA	NA	Rep0.Class27	Class27	1	NA	NA	Evolved	Evolved.Rep0.Class27	Evolved.Class27	3	 Other	Starting communities
F3.IsoMix.SP02.2.Com	StrainMixRep2Com3	3	StrainMix	Rep0	no	SP02	SilwoodPark	4M	NA	NA	28	NA	NA	NA	NA	Rep0.Class28	Class28	1	NA	NA	Evolved	Evolved.Rep0.Class28	Evolved.Class28	NA	 Other	Starting communities
F4.IsoMix.SP03.2.Com	StrainMixRep2Com4	4	StrainMix	Rep0	no	SP03	SilwoodPark	4M	NA	NA	29	NA	NA	NA	NA	Rep0.Class29	Class29	1	NA	NA	Evolved	Evolved.Rep0.Class29	Evolved.Class29	NA	 Other	Starting communities
F5.IsoMix.SP04.2.Com	StrainMixRep2Com5	5	StrainMix	Rep0	no	SP04	SilwoodPark	4M	NA	NA	30	NA	NA	NA	NA	Rep0.Class30	Class30	1	NA	NA	Evolved	Evolved.Rep0.Class30	Evolved.Class30	NA	 Other	Starting communities
F6.IsoMix.WYC41.2.Com	StrainMixRep2Com6	6	StrainMix	Rep0	no	WYC41	WythamWoods	4M	NA	NA	30	NA	NA	NA	NA	Rep0.Class30	Class30	1	NA	NA	Evolved	Evolved.Rep0.Class30	Evolved.Class30	3	 Other	Starting communities
F7.IsoMix.WYC42.2.Com	StrainMixRep2Com7	7	StrainMix	Rep0	no	WYC42	WythamWoods	4M	NA	NA	31	NA	NA	NA	NA	Rep0.Class31	Class31	1	NA	NA	Evolved	Evolved.Rep0.Class31	Evolved.Class31	3	 Other	Starting communities
F8.IsoMix.WYM25.2.Com	StrainMixRep2Com8	8	StrainMix	Rep0	no	WYM25	WythamWoods	4M	NA	NA	32	NA	NA	NA	NA	Rep0.Class32	Class32	1	NA	NA	Evolved	Evolved.Rep0.Class32	Evolved.Class32	3	 Other	Starting communities
G1.CTRL.AE103.1.Com	CTRLRep1Com1	1	CTRL	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	33	NA	NA	NA	NA	Rep0.Class33	Class33	1	NA	NA	Evolved	Evolved.Rep0.Class33	Evolved.Class33	4	 Other	Starting communities
G2.CTRL.BB22.1.Com	CTRLRep1Com2	2	CTRL	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	34	NA	NA	NA	NA	Rep0.Class34	Class34	1	NA	NA	Evolved	Evolved.Rep0.Class34	Evolved.Class34	3	 Other	Starting communities
G3.CTRL.SP02.1.Com	CTRLRep1Com3	3	CTRL	Rep0	no	SP02	SilwoodPark	4M	NA	NA	35	NA	NA	NA	NA	Rep0.Class35	Class35	1	NA	NA	Evolved	Evolved.Rep0.Class35	Evolved.Class35	NA	 Other	Starting communities
G4.CTRL.SP03.1.Com	CTRLRep1Com4	4	CTRL	Rep0	no	SP03	SilwoodPark	4M	NA	NA	36	NA	NA	NA	NA	Rep0.Class36	Class36	1	NA	NA	Evolved	Evolved.Rep0.Class36	Evolved.Class36	NA	 Other	Starting communities
G5.CTRL.SP04.1.Com	CTRLRep1Com5	5	CTRL	Rep0	no	SP04	SilwoodPark	4M	NA	NA	37	NA	NA	NA	NA	Rep0.Class37	Class37	1	NA	NA	Evolved	Evolved.Rep0.Class37	Evolved.Class37	NA	 Other	Starting communities
G6.CTRL.WYC41.1.Com	CTRLRep1Com6	6	CTRL	Rep0	no	WYC41	WythamWoods	4M	NA	NA	38	NA	NA	NA	NA	Rep0.Class38	Class38	1	NA	NA	Evolved	Evolved.Rep0.Class38	Evolved.Class38	3	 Other	Starting communities
G7.CTRL.WYC42.1.Com	CTRLRep1Com7	7	CTRL	Rep0	no	WYC42	WythamWoods	4M	NA	NA	39	NA	NA	NA	NA	Rep0.Class39	Class39	1	NA	NA	Evolved	Evolved.Rep0.Class39	Evolved.Class39	3	 Other	Starting communities
G8.CTRL.WYM25.1.Com	CTRLRep1Com8	8	CTRL	Rep0	no	WYM25	WythamWoods	4M	NA	NA	39	NA	NA	NA	NA	Rep0.Class39	Class39	1	NA	NA	Evolved	Evolved.Rep0.Class39	Evolved.Class39	3	 Other	Starting communities
H1.CTRL.AE103.2.Com	CTRLRep2Com1	1	CTRL	Rep0	no	AE103	AshridgeEstate	4M	NA	NA	40	NA	NA	NA	NA	Rep0.Class40	Class40	1	NA	NA	Evolved	Evolved.Rep0.Class40	Evolved.Class40	4	 Other	Starting communities
H2.CTRL.BB22.2.Com	CTRLRep2Com2	2	CTRL	Rep0	no	BB22	BurhamBeeches	4M	NA	NA	41	NA	NA	NA	NA	Rep0.Class41	Class41	1	NA	NA	Evolved	Evolved.Rep0.Class41	Evolved.Class41	3	 Other	Starting communities
H3.CTRL.SP02.2.Com	CTRLRep2Com3	3	CTRL	Rep0	no	SP02	SilwoodPark	4M	NA	NA	33	NA	NA	NA	NA	Rep0.Class33	Class33	1	NA	NA	Evolved	Evolved.Rep0.Class33	Evolved.Class33	NA	 Other	Starting communities
H4.CTRL.SP03.2.Com	CTRLRep2Com4	4	CTRL	Rep0	no	SP03	SilwoodPark	4M	NA	NA	42	NA	NA	NA	NA	Rep0.Class42	Class42	1	NA	NA	Evolved	Evolved.Rep0.Class42	Evolved.Class42	NA	 Other	Starting communities
H5.CTRL.SP04.2.Com	CTRLRep2Com5	5	CTRL	Rep0	no	SP04	SilwoodPark	4M	NA	NA	43	NA	NA	NA	NA	Rep0.Class43	Class43	1	NA	NA	Evolved	Evolved.Rep0.Class43	Evolved.Class43	NA	 Other	Starting communities
H6.CTRL.WYC41.2.Com	CTRLRep2Com6	6	CTRL	Rep0	no	WYC41	WythamWoods	4M	NA	NA	44	NA	NA	NA	NA	Rep0.Class44	Class44	1	NA	NA	Evolved	Evolved.Rep0.Class44	Evolved.Class44	3	 Other	Starting communities
H7.CTRL.WYC42.2.Com	CTRLRep2Com7	7	CTRL	Rep0	no	WYC42	WythamWoods	4M	NA	NA	45	NA	NA	NA	NA	Rep0.Class45	Class45	2	NA	NA	Evolved	Evolved.Rep0.Class45	Evolved.Class45	3	 Other	Starting communities
H8.CTRL.WYM25.2.Com	CTRLRep2Com8	8	CTRL	Rep0	no	WYM25	WythamWoods	4M	NA	NA	46	NA	NA	NA	NA	Rep0.Class46	Class46	2	NA	NA	Evolved	Evolved.Rep0.Class46	Evolved.Class46	3	 Other	Starting communities
A9.Riz1.BB66.1.Com	NA	9	Rhizobium.1	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	47	NA	NA	NA	NA	Rep0.Class47	Class47	1	NA	NA	Evolved	Evolved.Rep0.Class47	Evolved.Class47	2	 Other	Starting communities
A10.Mix.AE103.1.Bag	NA	1	StrainMix	Rep0	Yes	AE103	AshridgeEstate	4M	NA	NA	47	NA	NA	NA	NA	Rep0.Class47	Class47	1	NA	NA	Evolved	Evolved.Rep0.Class47	Evolved.Class47	4	 Other	Starting communities
A11.Mix.SP04.1.Bag	NA	5	StrainMix	Rep0	Yes	SP04	SilwoodPark	4M	NA	NA	6	NA	NA	NA	NA	Rep0.Class6	Class6	1	NA	NA	Evolved	Evolved.Rep0.Class6	Evolved.Class6	NA	 Other	Starting communities
A12.Mix.BB66.1.Bag	NA	9	StrainMix	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	6	NA	NA	NA	NA	Rep0.Class6	Class6	1	NA	NA	Evolved	Evolved.Rep0.Class6	Evolved.Class6	2	 Other	Starting communities
B9.Riz1.BB66.2.Com	NA	9	Rhizobium.1	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	48	NA	NA	NA	NA	Rep0.Class48	Class48	1	NA	NA	Evolved	Evolved.Rep0.Class48	Evolved.Class48	2	 Other	Starting communities
B10.Mix.AE103.2.Bag	NA	1	StrainMix	Rep0	Yes	AE103	AshridgeEstate	4M	NA	NA	7	NA	NA	NA	NA	Rep0.Class7	Class7	1	NA	NA	Evolved	Evolved.Rep0.Class7	Evolved.Class7	4	 Other	Starting communities
B11.Mix.SP04.2.Bag	NA	5	StrainMix	Rep0	Yes	SP04	SilwoodPark	4M	NA	NA	7	NA	NA	NA	NA	Rep0.Class7	Class7	1	NA	NA	Evolved	Evolved.Rep0.Class7	Evolved.Class7	NA	 Other	Starting communities
B12.Mix.BB66.2.Bag	NA	9	StrainMix	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	7	NA	NA	NA	NA	Rep0.Class7	Class7	1	NA	NA	Evolved	Evolved.Rep0.Class7	Evolved.Class7	2	 Other	Starting communities
C9.Nov2.BB66.1.Com	NA	9	Novosphingobium.2	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	49	NA	NA	NA	NA	Rep0.Class49	Class49	1	NA	NA	Evolved	Evolved.Rep0.Class49	Evolved.Class49	2	 Other	Starting communities
C10.Mix.BB22.1.Bag	NA	9	StrainMix	Rep0	Yes	BB22	BurhamBeeches	4M	NA	NA	49	NA	NA	NA	NA	Rep0.Class49	Class49	1	NA	NA	Evolved	Evolved.Rep0.Class49	Evolved.Class49	3	 Other	Starting communities
C11.Mix.WYC41.1.Bag	NA	6	StrainMix	Rep0	Yes	WYC41	WythamWoods	4M	NA	NA	50	NA	NA	NA	NA	Rep0.Class50	Class50	1	NA	NA	Evolved	Evolved.Rep0.Class50	Evolved.Class50	3	 Other	Starting communities
C12.AE103.02.Iso	NA	1	Isolate	Rep0	Yes	AE103	AshridgeEstate	4M	NA	NA	51	NA	NA	NA	NA	Rep0.Class51	Class51	1	NA	NA	Evolved	Evolved.Rep0.Class51	Evolved.Class51	4	 Other	Starting communities
D9.Nov2.BB66.2.Com	NA	9	Novosphingobium.2	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	52	NA	NA	NA	NA	Rep0.Class52	Class52	1	NA	NA	Evolved	Evolved.Rep0.Class52	Evolved.Class52	2	 Other	Starting communities
D10.Mix.BB22.2.Bag	NA	2	StrainMix	Rep0	Yes	BB22	BurhamBeeches	4M	NA	NA	53	NA	NA	NA	NA	Rep0.Class53	Class53	1	NA	NA	Evolved	Evolved.Rep0.Class53	Evolved.Class53	3	 Other	Starting communities
D11.Mix.WYC41.2.Bag	NA	6	StrainMix	Rep0	Yes	WYC41	WythamWoods	4M	NA	NA	54	NA	NA	NA	NA	Rep0.Class54	Class54	1	NA	NA	Evolved	Evolved.Rep0.Class54	Evolved.Class54	3	 Other	Starting communities
D12.BB22.01.Iso	NA	2	Isolate	Rep0	Yes	BB22	BurhamBeeches	4M	NA	NA	55	NA	NA	NA	NA	Rep0.Class55	Class55	1	NA	NA	Evolved	Evolved.Rep0.Class55	Evolved.Class55	3	 Other	Starting communities
E9.IsoMix.BB66.1.Com	NA	9	Community	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	29	NA	NA	NA	NA	Rep0.Class29	Class29	1	NA	NA	Evolved	Evolved.Rep0.Class29	Evolved.Class29	2	 Other	Starting communities
E10.Mix.SP02.1.Bag	NA	3	StrainMix	Rep0	Yes	SP02	SilwoodPark	4M	NA	NA	28	NA	NA	NA	NA	Rep0.Class28	Class28	1	NA	NA	Evolved	Evolved.Rep0.Class28	Evolved.Class28	NA	 Other	Starting communities
E11.Mix.WYC42.1.Bag	NA	7	StrainMix	Rep0	Yes	WYC42	WythamWoods	4M	NA	NA	56	NA	NA	NA	NA	Rep0.Class56	Class56	1	NA	NA	Evolved	Evolved.Rep0.Class56	Evolved.Class56	3	 Other	Starting communities
E12.MQ.CTRL.1.NA	NA	NA	Water	Rep0	Yes	CTRL	NA	4M	NA	NA	28	NA	NA	NA	NA	Rep0.Class28	Class28	1	NA	NA	Evolved	Evolved.Rep0.Class28	Evolved.Class28	NA	 Other	Starting communities
F9.NIsoMix.BB66.2.Com	NA	9	Community	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	57	NA	NA	NA	NA	Rep0.Class57	Class57	1	NA	NA	Evolved	Evolved.Rep0.Class57	Evolved.Class57	2	 Other	Starting communities
F10.Mix.SP02.2.Bag	NA	2	StrainMix	Rep0	Yes	SP02	SilwoodPark	4M	NA	NA	58	NA	NA	NA	NA	Rep0.Class58	Class58	1	NA	NA	Evolved	Evolved.Rep0.Class58	Evolved.Class58	NA	 Other	Starting communities
F11.Mix.WYC42.2.Bag	NA	7	StrainMix	Rep0	Yes	WYC42	WythamWoods	4M	NA	NA	58	NA	NA	NA	NA	Rep0.Class58	Class58	1	NA	NA	Evolved	Evolved.Rep0.Class58	Evolved.Class58	3	 Other	Starting communities
F12.MQ.CTRL.2.NA	NA	NS	Water	Rep0	Yes	CTRL	NA	4M	NA	NA	58	NA	NA	NA	NA	Rep0.Class58	Class58	1	NA	NA	Evolved	Evolved.Rep0.Class58	Evolved.Class58	NA	 Other	Starting communities
G9.CTRL.BB66.1.Com	NA	9	Water	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	59	NA	NA	NA	NA	Rep0.Class59	Class59	1	NA	NA	Evolved	Evolved.Rep0.Class59	Evolved.Class59	2	 Other	Starting communities
G10.Mix.SP03.1.Bag	NA	4	Community	Rep0	Yes	SP03	SilwoodPark	4M	NA	NA	60	NA	NA	NA	NA	Rep0.Class60	Class60	1	NA	NA	Evolved	Evolved.Rep0.Class60	Evolved.Class60	NA	 Other	Starting communities
G11.Mix.WYM25.1.Bag	NA	8	StrainMix	Rep0	Yes	WYM25	WythamWoods	4M	NA	NA	39	NA	NA	NA	NA	Rep0.Class39	Class39	1	NA	NA	Evolved	Evolved.Rep0.Class39	Evolved.Class39	3	 Other	Starting communities
G12.PCR.CTRL.1.NA	NA	NA	Water	Rep0	Yes	CTRL	NA	4M	NA	NA	59	NA	NA	NA	NA	Rep0.Class59	Class59	1	NA	NA	Evolved	Evolved.Rep0.Class59	Evolved.Class59	NA	 Other	Starting communities
H9.CTRL.BB66.2.Com	NA	9	Community	Rep0	Yes	BB66	BurhamBeeches	4M	NA	NA	61	NA	NA	NA	NA	Rep0.Class61	Class61	2	NA	NA	Evolved	Evolved.Rep0.Class61	Evolved.Class61	2	 Other	Starting communities
H10.Mix.SP03.2.Bag	NA	4	StrainMix	Rep0	Yes	SP03	SilwoodPark	4M	NA	NA	62	NA	NA	NA	NA	Rep0.Class62	Class62	1	NA	NA	Evolved	Evolved.Rep0.Class62	Evolved.Class62	NA	 Other	Starting communities
H11.Mix.WYM25.2.Bag	NA	8	StrainMix	Rep0	Yes	WYM25	WythamWoods	4M	NA	NA	63	NA	NA	NA	NA	Rep0.Class63	Class63	1	NA	NA	Evolved	Evolved.Rep0.Class63	Evolved.Class63	3	 Other	Starting communities
H12.PCR.CTRL.2.NA	NA	NA	Water	Rep0	Yes	CTRL	NA	4M	NA	NA	64	NA	NA	NA	NA	Rep0.Class64	Class64	1	NA	NA	Evolved	Evolved.Rep0.Class64	Evolved.Class64	NA	 Other	Starting communities
AE05.1	NA	NA	NA	Rep1	NA	AE05	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
AE05.2	NA	NA	NA	Rep2	NA	AE05	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
AE05.3	NA	NA	NA	Rep3	NA	AE05	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	3	 Other	Final Class1
AE05.4	NA	NA	NA	Rep4	NA	AE05	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
AE100.1	NA	NA	NA	Rep1	NA	AE100	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	3	1	NA	Final	Final.Rep1.Class1	Final.Class1	NA	 Other	Final Class1
AE100.2	NA	NA	NA	Rep2	NA	AE100	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	3	1	NA	Final	Final.Rep2.Class1	Final.Class1	NA	 Other	Final Class1
AE100.3	NA	NA	NA	Rep3	NA	AE100	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	3	1	NA	Final	Final.Rep3.Class1	Final.Class1	NA	 Other	Final Class1
AE100.4	NA	NA	NA	Rep4	NA	AE100	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
AE101.1	NA	NA	NA	Rep1	NA	AE101	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
AE101.2	NA	NA	NA	Rep2	NA	AE101	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
AE101.3	NA	NA	NA	Rep3	NA	AE101	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	3	 Other	Final Class1
AE101.4	NA	NA	NA	Rep4	NA	AE101	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
AE103.1	NA	NA	NA	Rep1	NA	AE103	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	4	 Other	Final Class1
AE103.2	NA	NA	NA	Rep2	NA	AE103	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	4	 Other	Final Class1
AE103.3	NA	NA	NA	Rep3	NA	AE103	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	4	 Other	Final Class1
AE103.4	NA	NA	NA	Rep4	NA	AE103	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	4	 Other	Final Class1
AE107.1	NA	NA	NA	Rep1	NA	AE107	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	NA	Final	Final.Rep1.Class1	Final.Class1	NA	 Other	Final Class1
AE107.2	NA	NA	NA	Rep2	NA	AE107	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	NA	Final	Final.Rep2.Class1	Final.Class1	NA	 Other	Final Class1
AE107.3	NA	NA	NA	Rep3	NA	AE107	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	NA	Final	Final.Rep3.Class1	Final.Class1	NA	 Other	Final Class1
AE107.4	NA	NA	NA	Rep4	NA	AE107	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
AE110.2	NA	NA	NA	Rep2	NA	AE110	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	NA	Final	Final.Rep2.Class1	Final.Class1	NA	 Other	Final Class1
AE110.4	NA	NA	NA	Rep4	NA	AE110	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
AE116.1	NA	NA	NA	Rep1	NA	AE116	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	1	1	NA	Final	Final.Rep1.Class1	Final.Class1	NA	 Other	Final Class1
AE116.2	NA	NA	NA	Rep2	NA	AE116	AshridgeEstate	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	3	2	NA	Final	Final.Rep2.Class2	Final.Class2	NA	 Other	Final Class2
AE116.3	NA	NA	NA	Rep3	NA	AE116	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	2	NA	Final	Final.Rep3.Class2	Final.Class2	NA	 Other	Final Class2
AE116.4	NA	NA	NA	Rep4	NA	AE116	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	NA	Final	Final.Rep4.Class2	Final.Class2	NA	 Other	Final Class2
AE12.1	NA	NA	NA	Rep1	NA	AE12	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	NA	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
AE12.2	NA	NA	NA	Rep2	NA	AE12	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	NA	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
AE12.4	NA	NA	NA	Rep4	NA	AE12	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	NA	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
AE121.1	NA	NA	NA	Rep1	NA	AE121	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	NA	Final	Final.Rep1.Class1	Final.Class1	NA	 Other	Final Class1
AE121.2	NA	NA	NA	Rep2	NA	AE121	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	NA	Final	Final.Rep2.Class1	Final.Class1	NA	 Other	Final Class1
AE121.4	NA	NA	NA	Rep4	NA	AE121	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
AE126.1	NA	NA	NA	Rep1	NA	AE126	AshridgeEstate	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
AE126.2	NA	NA	NA	Rep2	NA	AE126	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	3	2	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
AE126.3	NA	NA	NA	Rep3	NA	AE126	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
AE126.4	NA	NA	NA	Rep4	NA	AE126	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	3	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
AE148.1	NA	NA	NA	Rep1	NA	AE148	AshridgeEstate	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	NA	Final	Final.Rep1.Class2	Final.Class2	NA	 Other	Final Class2
AE148.2	NA	NA	NA	Rep2	NA	AE148	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	NA	Final	Final.Rep2.Class1	Final.Class1	NA	 Other	Final Class1
AE155.1	NA	NA	NA	Rep1	NA	AE155	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	5	 Other	Final Class1
AE155.2	NA	NA	NA	Rep2	NA	AE155	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	2	1	1	Final	Final.Rep2.Class1	Final.Class1	5	 Other	Final Class1
AE155.3	NA	NA	NA	Rep3	NA	AE155	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	Rep3.Class1	Class1	2	1	1	Final	Final.Rep3.Class1	Final.Class1	5	 Other	Final Class1
AE155.4	NA	NA	NA	Rep4	NA	AE155	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	5	 Other	Final Class1
