sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	Time0D_7D_4M	Time0D_7D	Time0D_7D_matched	ExpCompact	exp.replicate.partition	exp.partition	ancestral.class	Examples	startnone_final_class
PH10.4	NA	NA	NA	Rep4	NA	PH10	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH11.1	NA	NA	NA	Rep1	NA	PH11	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH11.2	NA	NA	NA	Rep2	NA	PH11	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH11.3	NA	NA	NA	Rep3	NA	PH11	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH11.4	NA	NA	NA	Rep4	NA	PH11	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH12.1	NA	NA	NA	Rep1	NA	PH12	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH12.2	NA	NA	NA	Rep2	NA	PH12	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH12.3	NA	NA	NA	Rep3	NA	PH12	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH12.4	NA	NA	NA	Rep4	NA	PH12	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH13.1	NA	NA	NA	Rep1	NA	PH13	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH13.2	NA	NA	NA	Rep2	NA	PH13	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH13.3	NA	NA	NA	Rep3	NA	PH13	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH13.4	NA	NA	NA	Rep4	NA	PH13	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH14.1	NA	NA	NA	Rep1	NA	PH14	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH14.2	NA	NA	NA	Rep2	NA	PH14	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH14.3	NA	NA	NA	Rep3	NA	PH14	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH14.4	NA	NA	NA	Rep4	NA	PH14	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH15.1	NA	NA	NA	Rep1	NA	PH15	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH15.2	NA	NA	NA	Rep2	NA	PH15	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH15.3	NA	NA	NA	Rep3	NA	PH15	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH15.4	NA	NA	NA	Rep4	NA	PH15	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH16.1	NA	NA	NA	Rep1	NA	PH16	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	NA	Final	Final.Rep1.Class2	Final.Class2	NA	 Other	Final Class2
PH16.2	NA	NA	NA	Rep2	NA	PH16	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	NA	Final	Final.Rep2.Class2	Final.Class2	NA	 Other	Final Class2
PH16.3	NA	NA	NA	Rep3	NA	PH16	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	NA	Final	Final.Rep3.Class2	Final.Class2	NA	 Other	Final Class2
PH16.4	NA	NA	NA	Rep4	NA	PH16	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	NA	Final	Final.Rep4.Class2	Final.Class2	NA	 Other	Final Class2
PH17.1	NA	NA	NA	Rep1	NA	PH17	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH17.2	NA	NA	NA	Rep2	NA	PH17	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH17.3	NA	NA	NA	Rep3	NA	PH17	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH17.4	NA	NA	NA	Rep4	NA	PH17	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH18.1	NA	NA	NA	Rep1	NA	PH18	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	5	 Other	Final Class2
PH18.2	NA	NA	NA	Rep2	NA	PH18	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	5	 Other	Final Class2
PH18.3	NA	NA	NA	Rep3	NA	PH18	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	5	 Other	Final Class2
PH18.4	NA	NA	NA	Rep4	NA	PH18	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	5	 Other	Final Class2
PH19.1	NA	NA	NA	Rep1	NA	PH19	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	2	 Other	Final Class2
PH19.2	NA	NA	NA	Rep2	NA	PH19	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	2	 Other	Final Class2
PH19.3	NA	NA	NA	Rep3	NA	PH19	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	2	 Other	Final Class2
PH19.4	NA	NA	NA	Rep4	NA	PH19	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	2	 Other	Final Class2
PH20.1	NA	NA	NA	Rep1	NA	PH20	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH20.2	NA	NA	NA	Rep2	NA	PH20	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH20.3	NA	NA	NA	Rep3	NA	PH20	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH20.4	NA	NA	NA	Rep4	NA	PH20	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH21.1	NA	NA	NA	Rep1	NA	PH21	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH21.2	NA	NA	NA	Rep2	NA	PH21	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH21.3	NA	NA	NA	Rep3	NA	PH21	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH21.4	NA	NA	NA	Rep4	NA	PH21	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH22.1	NA	NA	NA	Rep1	NA	PH22	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
PH22.2	NA	NA	NA	Rep2	NA	PH22	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
PH22.3	NA	NA	NA	Rep3	NA	PH22	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
PH22.4	NA	NA	NA	Rep4	NA	PH22	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
PH23.1	NA	NA	NA	Rep1	NA	PH23	PullingshillWood	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	1	2	NA	Final	Final.Rep1.Class1	Final.Class1	NA	 Other	Final Class1
PH23.2	NA	NA	NA	Rep2	NA	PH23	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	NA	Final	Final.Rep2.Class2	Final.Class2	NA	 Other	Final Class2
PH23.3	NA	NA	NA	Rep3	NA	PH23	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	NA	Final	Final.Rep3.Class2	Final.Class2	NA	 Other	Final Class2
PH23.4	NA	NA	NA	Rep4	NA	PH23	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	NA	Final	Final.Rep4.Class2	Final.Class2	NA	 Other	Final Class2
PH24.1	NA	NA	NA	Rep1	NA	PH24	PullingshillWood	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	2	 Other	Final Class2
PH24.2	NA	NA	NA	Rep2	NA	PH24	PullingshillWood	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	2	 Other	Final Class2
PH24.3	NA	NA	NA	Rep3	NA	PH24	PullingshillWood	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	2	2	Final	Final.Rep3.Class2	Final.Class2	2	 Other	Final Class2
PH24.4	NA	NA	NA	Rep4	NA	PH24	PullingshillWood	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	2	 Other	Final Class2
RDM01.1	NA	NA	NA	Rep1	NA	RDM01	SilwoodPark	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
RDM01.2	NA	NA	NA	Rep2	NA	RDM01	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	Rep2.Class1	Class1	1	1	1	Final	Final.Rep2.Class1	Final.Class1	3	 Other	Final Class1
RDM01.3	NA	NA	NA	Rep3	NA	RDM01	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	1	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
RDM01.4	NA	NA	NA	Rep4	NA	RDM01	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
SAC01.1	NA	NA	NA	Rep1	NA	SAC01	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	3	2	NA	Final	Final.Rep1.Class2	Final.Class2	NA	 Other	Final Class2
SAC01.2	NA	NA	NA	Rep2	NA	SAC01	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	3	2	NA	Final	Final.Rep2.Class2	Final.Class2	NA	 Other	Final Class2
SAC01.3	NA	NA	NA	Rep3	NA	SAC01	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	2	NA	Final	Final.Rep3.Class2	Final.Class2	NA	 Other	Final Class2
SAC01.4	NA	NA	NA	Rep4	NA	SAC01	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
SAC02.1	NA	NA	NA	Rep1	NA	SAC02	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	5	 Other	Final Class2
SAC02.2	NA	NA	NA	Rep2	NA	SAC02	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	5	 Other	Final Class2
SAC02.3	NA	NA	NA	Rep3	NA	SAC02	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	5	 Other	Final Class2
SAC02.4	NA	NA	NA	Rep4	NA	SAC02	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	5	 Other	Final Class1
SAC03.1	NA	NA	NA	Rep1	NA	SAC03	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
SAC03.2	NA	NA	NA	Rep2	NA	SAC03	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
SAC03.3	NA	NA	NA	Rep3	NA	SAC03	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
SAC03.4	NA	NA	NA	Rep4	NA	SAC03	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
SAC04.1	NA	NA	NA	Rep1	NA	SAC04	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
SAC04.2	NA	NA	NA	Rep2	NA	SAC04	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
SAC04.3	NA	NA	NA	Rep3	NA	SAC04	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
SAC04.4	NA	NA	NA	Rep4	NA	SAC04	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
SAC05.1	NA	NA	NA	Rep1	NA	SAC05	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
SAC05.2	NA	NA	NA	Rep2	NA	SAC05	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
SAC05.3	NA	NA	NA	Rep3	NA	SAC05	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
SAC05.4	NA	NA	NA	Rep4	NA	SAC05	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	2	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
SAC06.1	NA	NA	NA	Rep1	NA	SAC06	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	2	 Other	Final Class2
SAC06.2	NA	NA	NA	Rep2	NA	SAC06	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	3	2	2	Final	Final.Rep2.Class2	Final.Class2	2	 Other	Final Class2
SAC06.3	NA	NA	NA	Rep3	NA	SAC06	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	1	2	Final	Final.Rep3.Class2	Final.Class2	2	 Other	Final Class2
SAC06.4	NA	NA	NA	Rep4	NA	SAC06	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	2	 Other	Final Class1
SAC07.1	NA	NA	NA	Rep1	NA	SAC07	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	2	 Other	Final Class2
SAC07.2	NA	NA	NA	Rep2	NA	SAC07	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	3	2	2	Final	Final.Rep2.Class2	Final.Class2	2	 Other	Final Class2
SAC07.3	NA	NA	NA	Rep3	NA	SAC07	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	2	2	Final	Final.Rep3.Class2	Final.Class2	2	 Other	Final Class2
SAC07.4	NA	NA	NA	Rep4	NA	SAC07	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	2	 Other	Final Class1
SAC08.1	NA	NA	NA	Rep1	NA	SAC08	StAlbansCity	7D_rep1	NA	NA	NA	1	NA	NA	NA	Rep1.Class1	Class1	2	1	1	Final	Final.Rep1.Class1	Final.Class1	3	 Other	Final Class1
SAC08.2	NA	NA	NA	Rep2	NA	SAC08	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
SAC08.3	NA	NA	NA	Rep3	NA	SAC08	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
SAC08.4	NA	NA	NA	Rep4	NA	SAC08	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	1	1	1	Final	Final.Rep4.Class1	Final.Class1	3	 Other	Final Class1
SAC09.1	NA	NA	NA	Rep1	NA	SAC09	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	NA	Final	Final.Rep1.Class2	Final.Class2	NA	 Other	Final Class2
SAC09.2	NA	NA	NA	Rep2	NA	SAC09	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	NA	Final	Final.Rep2.Class2	Final.Class2	NA	 Other	Final Class2
SAC09.3	NA	NA	NA	Rep3	NA	SAC09	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	NA	Final	Final.Rep3.Class2	Final.Class2	NA	 Other	Final Class2
SAC09.4	NA	NA	NA	Rep4	NA	SAC09	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	Rep4.Class1	Class1	2	1	NA	Final	Final.Rep4.Class1	Final.Class1	NA	 Other	Final Class1
SAC10.1	NA	NA	NA	Rep1	NA	SAC10	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	5	 Other	Final Class2
SAC10.2	NA	NA	NA	Rep2	NA	SAC10	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	5	 Other	Final Class2
SAC10.3	NA	NA	NA	Rep3	NA	SAC10	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	5	 Other	Final Class2
SAC10.4	NA	NA	NA	Rep4	NA	SAC10	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	5	 Other	Final Class2
SAC11.1	NA	NA	NA	Rep1	NA	SAC11	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
SAC11.2	NA	NA	NA	Rep2	NA	SAC11	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
SAC11.3	NA	NA	NA	Rep3	NA	SAC11	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
SAC11.4	NA	NA	NA	Rep4	NA	SAC11	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
SAC12.1	NA	NA	NA	Rep1	NA	SAC12	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	3	2	2	Final	Final.Rep1.Class2	Final.Class2	2	 Other	Final Class2
SAC12.2	NA	NA	NA	Rep2	NA	SAC12	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	3	2	2	Final	Final.Rep2.Class2	Final.Class2	2	 Other	Final Class2
SAC12.3	NA	NA	NA	Rep3	NA	SAC12	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	2	2	Final	Final.Rep3.Class2	Final.Class2	2	 Other	Final Class2
SAC12.4	NA	NA	NA	Rep4	NA	SAC12	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	2	 Other	Final Class2
SAC13.1	NA	NA	NA	Rep1	NA	SAC13	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	2	 Other	Final Class2
SAC13.2	NA	NA	NA	Rep2	NA	SAC13	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	3	2	2	Final	Final.Rep2.Class2	Final.Class2	2	 Other	Final Class2
SAC13.3	NA	NA	NA	Rep3	NA	SAC13	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	3	2	2	Final	Final.Rep3.Class2	Final.Class2	2	 Other	Final Class2
SAC13.4	NA	NA	NA	Rep4	NA	SAC13	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	2	 Other	Final Class2
SAC14.1	NA	NA	NA	Rep1	NA	SAC14	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
SAC14.2	NA	NA	NA	Rep2	NA	SAC14	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	Rep2.Class2	Class2	4	2	2	Final	Final.Rep2.Class2	Final.Class2	3	 Other	Final Class2
SAC14.3	NA	NA	NA	Rep3	NA	SAC14	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	Rep3.Class2	Class2	4	2	2	Final	Final.Rep3.Class2	Final.Class2	3	 Other	Final Class2
SAC14.4	NA	NA	NA	Rep4	NA	SAC14	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	Rep4.Class2	Class2	4	2	2	Final	Final.Rep4.Class2	Final.Class2	3	 Other	Final Class2
SAC15.1	NA	NA	NA	Rep1	NA	SAC15	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	Rep1.Class2	Class2	4	2	2	Final	Final.Rep1.Class2	Final.Class2	3	 Other	Final Class2
