sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	Time0D_7D_4M	Time0D_7D	Time0D_7D_matched
688	SAC07.3	NA	NA	NA	3	NA	SAC07	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
689	SAC07.4	NA	NA	NA	4	NA	SAC07	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
690	SAC08.1	NA	NA	NA	1	NA	SAC08	StAlbansCity	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
691	SAC08.2	NA	NA	NA	2	NA	SAC08	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
692	SAC08.3	NA	NA	NA	3	NA	SAC08	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
693	SAC08.4	NA	NA	NA	4	NA	SAC08	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
694	SAC09.1	NA	NA	NA	1	NA	SAC09	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
695	SAC09.2	NA	NA	NA	2	NA	SAC09	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
696	SAC09.3	NA	NA	NA	3	NA	SAC09	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
697	SAC09.4	NA	NA	NA	4	NA	SAC09	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
698	SAC10.1	NA	NA	NA	1	NA	SAC10	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
699	SAC10.2	NA	NA	NA	2	NA	SAC10	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
700	SAC10.3	NA	NA	NA	3	NA	SAC10	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
701	SAC10.4	NA	NA	NA	4	NA	SAC10	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
702	SAC11.1	NA	NA	NA	1	NA	SAC11	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
703	SAC11.2	NA	NA	NA	2	NA	SAC11	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
704	SAC11.3	NA	NA	NA	3	NA	SAC11	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
705	SAC11.4	NA	NA	NA	4	NA	SAC11	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
706	SAC12.1	NA	NA	NA	1	NA	SAC12	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	3	2	2
707	SAC12.2	NA	NA	NA	2	NA	SAC12	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	3	2	2
708	SAC12.3	NA	NA	NA	3	NA	SAC12	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
709	SAC12.4	NA	NA	NA	4	NA	SAC12	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
710	SAC13.1	NA	NA	NA	1	NA	SAC13	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
711	SAC13.2	NA	NA	NA	2	NA	SAC13	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	3	2	2
712	SAC13.3	NA	NA	NA	3	NA	SAC13	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
713	SAC13.4	NA	NA	NA	4	NA	SAC13	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
714	SAC14.1	NA	NA	NA	1	NA	SAC14	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
715	SAC14.2	NA	NA	NA	2	NA	SAC14	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
716	SAC14.3	NA	NA	NA	3	NA	SAC14	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
717	SAC14.4	NA	NA	NA	4	NA	SAC14	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
718	SAC15.1	NA	NA	NA	1	NA	SAC15	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
719	SAC15.2	NA	NA	NA	2	NA	SAC15	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
720	SAC15.3	NA	NA	NA	3	NA	SAC15	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
721	SAC15.4	NA	NA	NA	4	NA	SAC15	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
722	SAC16.1	NA	NA	NA	1	NA	SAC16	StAlbansCity	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
723	SAC16.2	NA	NA	NA	2	NA	SAC16	StAlbansCity	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	3	2	2
724	SAC16.3	NA	NA	NA	3	NA	SAC16	StAlbansCity	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	1	2
725	SAC16.4	NA	NA	NA	4	NA	SAC16	StAlbansCity	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
726	SP01.1	NA	NA	NA	1	NA	SP01	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
727	SP01.2	NA	NA	NA	2	NA	SP01	SilwoodPark	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
728	SP01.3	NA	NA	NA	3	NA	SP01	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
729	SP01.4	NA	NA	NA	4	NA	SP01	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
730	SP02.1	NA	NA	NA	1	NA	SP02	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	NA
731	SP02.2	NA	NA	NA	2	NA	SP02	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	NA
732	SP02.3	NA	NA	NA	3	NA	SP02	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
733	SP02.4	NA	NA	NA	4	NA	SP02	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	NA
734	SP03.1	NA	NA	NA	1	NA	SP03	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	NA
735	SP03.2	NA	NA	NA	2	NA	SP03	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	NA
736	SP03.3	NA	NA	NA	3	NA	SP03	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
737	SP03.4	NA	NA	NA	4	NA	SP03	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	NA
738	SP04.1	NA	NA	NA	1	NA	SP04	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
739	SP04.2	NA	NA	NA	2	NA	SP04	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
740	SP04.3	NA	NA	NA	3	NA	SP04	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
741	SP04.4	NA	NA	NA	4	NA	SP04	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
742	SP05.1	NA	NA	NA	1	NA	SP05	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	NA
743	SP05.2	NA	NA	NA	2	NA	SP05	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	NA
744	SP05.3	NA	NA	NA	3	NA	SP05	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
745	SP05.4	NA	NA	NA	4	NA	SP05	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	NA
746	SP06.1	NA	NA	NA	1	NA	SP06	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
747	SP06.2	NA	NA	NA	2	NA	SP06	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	NA
748	SP06.3	NA	NA	NA	3	NA	SP06	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
749	SP06.4	NA	NA	NA	4	NA	SP06	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
750	SP07.1	NA	NA	NA	1	NA	SP07	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	NA
751	SP07.2	NA	NA	NA	2	NA	SP07	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	NA
752	SP07.3	NA	NA	NA	3	NA	SP07	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
753	SP07.4	NA	NA	NA	4	NA	SP07	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	NA
754	SP08.1	NA	NA	NA	1	NA	SP08	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
755	SP08.2	NA	NA	NA	2	NA	SP08	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
756	SP08.3	NA	NA	NA	3	NA	SP08	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
757	SP08.4	NA	NA	NA	4	NA	SP08	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
758	SP09.1	NA	NA	NA	1	NA	SP09	SilwoodPark	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
759	SP09.2	NA	NA	NA	2	NA	SP09	SilwoodPark	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
760	SP09.3	NA	NA	NA	3	NA	SP09	SilwoodPark	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
761	SP09.4	NA	NA	NA	4	NA	SP09	SilwoodPark	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
762	WEL01.1	NA	NA	NA	1	NA	WEL01	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
763	WEL01.2	NA	NA	NA	2	NA	WEL01	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
764	WEL01.3	NA	NA	NA	3	NA	WEL01	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
765	WEL01.4	NA	NA	NA	4	NA	WEL01	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
766	WEL02.1	NA	NA	NA	1	NA	WEL02	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
767	WEL02.2	NA	NA	NA	2	NA	WEL02	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
768	WEL02.3	NA	NA	NA	3	NA	WEL02	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
769	WEL02.4	NA	NA	NA	4	NA	WEL02	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
770	WEL03.1	NA	NA	NA	1	NA	WEL03	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
771	WEL03.2	NA	NA	NA	2	NA	WEL03	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
772	WEL03.3	NA	NA	NA	3	NA	WEL03	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
773	WEL03.4	NA	NA	NA	4	NA	WEL03	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
774	WEL04.1	NA	NA	NA	1	NA	WEL04	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
775	WEL04.2	NA	NA	NA	2	NA	WEL04	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
776	WEL04.3	NA	NA	NA	3	NA	WEL04	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
777	WEL04.4	NA	NA	NA	4	NA	WEL04	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
778	WEL05.1	NA	NA	NA	1	NA	WEL05	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
779	WEL05.2	NA	NA	NA	2	NA	WEL05	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
780	WEL05.3	NA	NA	NA	3	NA	WEL05	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
781	WEL05.4	NA	NA	NA	4	NA	WEL05	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
782	WEL06.1	NA	NA	NA	1	NA	WEL06	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
783	WEL06.2	NA	NA	NA	2	NA	WEL06	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
784	WEL06.3	NA	NA	NA	3	NA	WEL06	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
785	WEL06.4	NA	NA	NA	4	NA	WEL06	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
786	WEL07.1	NA	NA	NA	1	NA	WEL07	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
787	WEL07.2	NA	NA	NA	2	NA	WEL07	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
788	WEL07.3	NA	NA	NA	3	NA	WEL07	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
789	WEL07.4	NA	NA	NA	4	NA	WEL07	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
790	WEL08.1	NA	NA	NA	1	NA	WEL08	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	3	2	2
791	WEL08.2	NA	NA	NA	2	NA	WEL08	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	3	2	2
792	WEL08.3	NA	NA	NA	3	NA	WEL08	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
793	WEL08.4	NA	NA	NA	4	NA	WEL08	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	3	2	2
794	WEL09.1	NA	NA	NA	1	NA	WEL09	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
795	WEL09.2	NA	NA	NA	2	NA	WEL09	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
796	WEL09.3	NA	NA	NA	3	NA	WEL09	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
797	WEL09.4	NA	NA	NA	4	NA	WEL09	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
798	WEL10.1	NA	NA	NA	1	NA	WEL10	CombeHill	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	NA	NA	NA
799	WEL10.2	NA	NA	NA	2	NA	WEL10	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
800	WEL10.3	NA	NA	NA	3	NA	WEL10	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
801	WEL10.4	NA	NA	NA	4	NA	WEL10	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	NA
802	WEL11.1	NA	NA	NA	1	NA	WEL11	CombeHill	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	NA	NA	NA
803	WEL11.2	NA	NA	NA	2	NA	WEL11	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
804	WEL11.3	NA	NA	NA	3	NA	WEL11	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
805	WEL11.4	NA	NA	NA	4	NA	WEL11	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	NA
806	WEL12.1	NA	NA	NA	1	NA	WEL12	CombeHill	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	4	2	2
807	WEL12.2	NA	NA	NA	2	NA	WEL12	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
808	WEL12.3	NA	NA	NA	3	NA	WEL12	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
809	WEL12.4	NA	NA	NA	4	NA	WEL12	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
810	WEL13.1	NA	NA	NA	1	NA	WEL13	CombeHill	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	4	2	1
811	WEL13.2	NA	NA	NA	2	NA	WEL13	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
812	WEL13.3	NA	NA	NA	3	NA	WEL13	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
813	WEL13.4	NA	NA	NA	4	NA	WEL13	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
814	WEL14.1	NA	NA	NA	1	NA	WEL14	CombeHill	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	4	2	2
815	WEL14.2	NA	NA	NA	2	NA	WEL14	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
816	WEL14.3	NA	NA	NA	3	NA	WEL14	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
817	WEL14.4	NA	NA	NA	4	NA	WEL14	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
818	WEL15.1	NA	NA	NA	1	NA	WEL15	CombeHill	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	2	2
819	WEL15.2	NA	NA	NA	2	NA	WEL15	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
820	WEL15.3	NA	NA	NA	3	NA	WEL15	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
821	WEL15.4	NA	NA	NA	4	NA	WEL15	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
822	WEL16.1	NA	NA	NA	1	NA	WEL16	CombeHill	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	NA	NA	NA
823	WEL16.2	NA	NA	NA	2	NA	WEL16	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	3	2	NA
824	WEL16.3	NA	NA	NA	3	NA	WEL16	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
825	WEL16.4	NA	NA	NA	4	NA	WEL16	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	NA
826	WEL17.1	NA	NA	NA	1	NA	WEL17	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
827	WEL17.2	NA	NA	NA	2	NA	WEL17	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
828	WEL17.3	NA	NA	NA	3	NA	WEL17	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
829	WEL17.4	NA	NA	NA	4	NA	WEL17	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
830	WEL18.1	NA	NA	NA	1	NA	WEL18	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	3	2	2
831	WEL18.2	NA	NA	NA	2	NA	WEL18	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	3	2	2
832	WEL18.3	NA	NA	NA	3	NA	WEL18	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
833	WEL18.4	NA	NA	NA	4	NA	WEL18	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	3	2	2
834	WEL19.1	NA	NA	NA	1	NA	WEL19	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
835	WEL19.2	NA	NA	NA	2	NA	WEL19	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
836	WEL19.3	NA	NA	NA	3	NA	WEL19	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
837	WEL19.4	NA	NA	NA	4	NA	WEL19	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	NA
838	WEL20.1	NA	NA	NA	1	NA	WEL20	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
839	WEL20.2	NA	NA	NA	2	NA	WEL20	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
840	WEL20.3	NA	NA	NA	3	NA	WEL20	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
841	WEL20.4	NA	NA	NA	4	NA	WEL20	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
842	WEL21.1	NA	NA	NA	1	NA	WEL21	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
843	WEL21.2	NA	NA	NA	2	NA	WEL21	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
844	WEL21.3	NA	NA	NA	3	NA	WEL21	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
845	WEL21.4	NA	NA	NA	4	NA	WEL21	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	NA
846	WEL22.1	NA	NA	NA	1	NA	WEL22	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	3	2	2
847	WEL22.2	NA	NA	NA	2	NA	WEL22	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
848	WEL22.3	NA	NA	NA	3	NA	WEL22	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
849	WEL22.4	NA	NA	NA	4	NA	WEL22	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
850	WEL23.1	NA	NA	NA	1	NA	WEL23	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
851	WEL23.2	NA	NA	NA	2	NA	WEL23	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
852	WEL23.3	NA	NA	NA	3	NA	WEL23	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
853	WEL23.4	NA	NA	NA	4	NA	WEL23	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
854	WEL24.1	NA	NA	NA	1	NA	WEL24	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
855	WEL24.2	NA	NA	NA	2	NA	WEL24	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
856	WEL24.3	NA	NA	NA	3	NA	WEL24	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
857	WEL24.4	NA	NA	NA	4	NA	WEL24	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
858	WEL25.1	NA	NA	NA	1	NA	WEL25	CombeHill	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
859	WEL25.2	NA	NA	NA	2	NA	WEL25	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
860	WEL25.3	NA	NA	NA	3	NA	WEL25	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
861	WEL25.4	NA	NA	NA	4	NA	WEL25	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	4	2	1
862	WEL26.1	NA	NA	NA	1	NA	WEL26	CombeHill	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	4	2	2
863	WEL26.2	NA	NA	NA	2	NA	WEL26	CombeHill	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
864	WEL26.3	NA	NA	NA	3	NA	WEL26	CombeHill	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
865	WEL26.4	NA	NA	NA	4	NA	WEL26	CombeHill	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
866	WF01.1	NA	NA	NA	1	NA	WF01	WindsorForest	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
867	WF01.2	NA	NA	NA	2	NA	WF01	WindsorForest	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
868	WF01.3	NA	NA	NA	3	NA	WF01	WindsorForest	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
869	WF01.4	NA	NA	NA	4	NA	WF01	WindsorForest	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
870	WF02.1	NA	NA	NA	1	NA	WF02	WindsorForest	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
871	WF02.2	NA	NA	NA	2	NA	WF02	WindsorForest	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
872	WF02.3	NA	NA	NA	3	NA	WF02	WindsorForest	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
873	WF02.4	NA	NA	NA	4	NA	WF02	WindsorForest	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
874	WF03.1	NA	NA	NA	1	NA	WF03	WindsorForest	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
